b'#India doesn\\u2019t want another Gujarat 2002.\\nStop #DelhiViolence #DelhiPolice act like a public servant and arrest tho\\u2026 https://t.co/fz4f2aesD3',b'1232037994053369859',b'Bhavna GV',b'gorabhavna',b'World Citizen',"b'Producer- @ilmmovie | Associate Producer- @mantrathemovie | Co-Producer- @MaadathyTheFilm |Entrepreneur|Philanthropist|Writer- Maiya, Vittil'",b'866',b'289',b'17',b'4102',b'3366',b'False',b'False',b'False',b'False',b'2010-08-18 13:57:31'
b'Those with stones and guns should be punished on spot by #DelhiPolice . Enough of  romanticism of these protests.\\u2026 https://t.co/wkz5d4Pz5b',b'1232024173909856256',b'Atul Singh Jha',b'atulsinghjha',"b'New Delhi, India'","b""Nation first. Not a follower of any 'ism'. Deep interest in culture, history, oral traditions, vedic philosophy, politics and stories of India.""",b'474',b'339',b'3',b'3253',b'8464',b'False',b'False',b'False',b'False',b'2009-10-02 13:12:59'
b'Like really??!! Tell the Delhi police and Sangh goons who\\u2019re unleashing violence against Muslims. Don\\u2019t resort to v\\u2026 https://t.co/RzYefqq5LV',b'1232024154951618560',b'Asheem PK',b'peekeymon',b'',b'newspaper boy',b'1039',b'719',b'3',b'5878',b'25203',b'False',b'False',b'False',b'False',b'2011-11-04 08:49:41'
b'\\u0905\\u0917\\u0930 \\u0926\\u0902\\u0917\\u093e\\u0907\\u092f\\u094b\\u0902 \\u092a\\u0930 \\u0924\\u0947\\u0930\\u093e \\u092c\\u0938 \\u0928\\u0939\\u0940 \\u091a\\u0932\\u0924\\u093e\\n\\u0924\\u094b \\u0938\\u0941\\u0928 \\u0939\\u0941\\u0915\\u0941\\u092e\\u0924 \\u0939\\u092e \\u0924\\u0941\\u091d\\u0947 \\u0928\\u093e\\u092e\\u0930\\u094d\\u0926 \\u0915\\u0939\\u0924\\u0947 \\u0939\\u0948\\n#DelhiBurning\\n#DelhiPolice \\n#DelhiViolence \\n#DelhiRiots',b'1232024122265305093',b'Mohammed harith khanji',b'KhanjiHarith',b'',b'\\u092e\\u0947\\u0930\\u0947 \\u092c\\u093e\\u0930\\u0947 \\u092e\\u0947\\u0902 \\u0915\\u094b\\u0908 \\u0930\\u093e\\u092f \\u092e\\u0924 \\u092c\\u0928\\u093e\\u0907\\u092f\\u0947 .....\\u0906\\u092a \\u0939\\u092e\\u0947\\u0936\\u093e \\u0917\\u0932\\u0924 \\u0938\\u093e\\u092c\\u093f\\u0924 \\u0939\\u094b\\u0902\\u0917\\u0947 ....',b'568',b'113',b'0',b'828',b'0',b'False',b'False',b'True',b'False',b'2015-10-19 18:30:12'
"b'\\u092a\\u0924\\u094d\\u0925\\u0930 \\u0935\\u094b \\u092b\\u0947\\u0902\\u0915\\u0924\\u0947 \\u0939\\u0948\\u0902 ,\\u0906\\u0917\\u091c\\u093c\\u0928\\u0940 \\u092d\\u0940 \\u0935\\u094b \\u0915\\u0930\\u0924\\u0947 \\u0939\\u0948 , \\u092c\\u0902\\u0926\\u0942\\u0915\\u093c\\u0947\\u0902 \\u092d\\u0940 \\u0909\\u0928\\u0915\\u0947 \\u0939\\u093e\\u0925 \\u092e\\u0947\\u0902 \\u0939\\u094b\\u0924\\u0940 \\u0939\\u0948\\u0902 , #DelhiPolice \\u092d\\u0940 \\u0909\\u0928\\u0915\\u0947 \\u0938\\u093e\\u0925 \\u092e\\u0947\\u0902 \\u0939\\u094b\\u0924\\u0940\\u2026 https://t.co/P9wXX919qj'",b'1232024107509833733',b'Md Shahnawaz S',b'MdShahnawazS3',b'Gopalganj Bihar India',b'Student',b'102',b'350',b'0',b'1089',b'4777',b'False',b'False',b'True',b'False',b'2017-10-11 15:57:48'
"b'We never live in peace, nor will let you live in peace. Our book introduced during the times of extreme stupidity a\\u2026 https://t.co/y8LveMWrO0'",b'1232024105437630464',b'Flying',b'Flying77330726',b'',b'Atheist',b'0',b'29',b'0',b'351',b'100',b'False',b'False',b'True',b'False',b'2020-01-03 04:17:56'
b'@AjazkhanActor \\u0936\\u093e\\u0902\\u0924\\u093f\\u092a\\u094d\\u0930\\u093f\\u092f \\u0938\\u092e\\u0941\\u0926\\u093e\\u092f \\u0915\\u094b \\u0906\\u091c\\u093e\\u0926\\u0940 \\u0926\\u0947\\u0924\\u0947 \\u0939\\u0941\\u090f\\u0964\\n#Maujpur\\n#DelhiPolice https://t.co/p1CYOEtryY',b'1232024064799064066',b'Tanveer Shaikh \\U0001f495',b'Tanveershaikh87',"b'Mumbai, India'",b'\\U0001f64f\\u0905\\u0917\\u0930 \\u0906\\u092a \\u091c\\u0941\\u0930\\u094d\\u092e \\u0915\\u0947 \\u0916\\u093f\\u0932\\u093e\\u092b \\u0906\\u0935\\u093e\\u091c\\u093c \\u0928\\u0939\\u0940\\u0902 \\u0909\\u0920\\u093e\\u0924\\u0947 \\u0939\\u0948\\u0902\\u0964 \\u0924\\u094b \\u092f\\u0947 \\u0938\\u092e\\u091d\\u093f\\u092f\\u0947 \\u0906\\u092a \\U0001f449\\u092e\\u0930 \\u091a\\u0941\\u0915\\u0947\\u0902 \\u0939\\u0948\\u0964 \\U0001f4af%FB\\n\\U0001f449 \\u0914\\u0930 \\u090f\\u0915 \\u092c\\u093e\\u0924 \\u092d\\u0915\\u094d\\u0924 \\u0926\\u0942\\u0930 \\u0930\\u0939\\u0947\\u0902\\u0964',b'1124',b'1127',b'1',b'12623',b'17339',b'False',b'False',b'True',b'False',b'2016-11-09 15:51:14'
b'#DelhiPolice #DelhiViolence #Delhi #DelhiRiots #DelhiIsBurning #de https://t.co/qmBG7zEqhq',b'1232024053101158400',b'Md Irshad Ali',b'MdIrsha47677531',"b'New Delhi, India'",b'Jamia Millia Islamia',b'64',b'104',b'0',b'66',b'51',b'False',b'False',b'True',b'False',b'2017-07-30 07:04:14'
b'\\u091c\\u094b \\u0932\\u094b\\u0917 \\u0939\\u093f\\u0902\\u0938\\u093e \\u092d\\u0921\\u093c\\u0915\\u093e \\u0930\\u0939\\u0947 \\u0939\\u0948\\u0902 \\u0935\\u094b \\u0905\\u092a\\u0928\\u0947 \\u0935\\u0930\\u094d\\u0926\\u0940 \\u0938\\u0947 \\u092a\\u0939\\u091a\\u093e\\u0928\\u0947 \\u091c\\u093e \\u0938\\u0915\\u0924\\u0947 \\u0939\\u0948\\u0902\\n\\n#DelhiPolice #Delhiisburning https://t.co/9ViEjy7OBH',b'1232024045224218629',b'Rizwan Shaikh',b'RizwanS10650482',b'',b'',b'4',b'35',b'0',b'32',b'18',b'False',b'False',b'True',b'False',b'2018-03-26 08:47:42'
b'Ham buzdil nahi hain\\n@Dilsedesh @AfreenFatima136 @TheQuint @AshrafFem @IndiasMuslims @imMAK02 @Iqra_K_\\u2026 https://t.co/bj3UrI0FMc',b'1232024031290781696',b'syed faizan bukhari',b'syedfaizanbukh9',b'Jammu And Kashmir',b'FAIZAN MURSIL\\n\\n\\n #STAND WITH KASHMIR',b'273',b'325',b'0',b'214',b'911',b'False',b'False',b'True',b'False',b'2017-03-15 18:58:10'
b'\\u0938\\u0941\\u0928\\u093e \\u0925\\u093e \\u0915\\u0947 \\u092c\\u0947\\u0939\\u0926 \\u0938\\u0941\\u0928\\u094d\\u0939\\u0947\\u0930\\u0940 \\u0925\\u0940 \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940\\n\\u0938\\u092e\\u0902\\u0926\\u0930 \\u0938\\u0947 \\u0916\\u093e\\u092e\\u094b\\u0936 \\u0917\\u0939\\u0930\\u0940 \\u0925\\u0940 \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940\\n#DelhiBurning \\n#DelhiPolice https://t.co/vvRL4nmOiO',b'1232023977155059712',b'\\u090f\\u0938. \\u0905\\u0932\\u0940. \\u092c\\u0947\\u0926\\u0940 \\U0001f5e8\\ufe0f',b'SAlibedi',"b'Gujarat, India'",b'100%follow back\\U0001f44d\\U0001f44d\\n\\n\\u0938\\u092d\\u0940 \\u0915\\u093e \\u0916\\u0942\\u0928 \\u0939\\u0948 \\u0936\\u093e\\u092e\\u093f\\u0932 \\u092f\\u0939\\u093e\\u0901 \\u0915\\u0940 \\u092e\\u093f\\u091f\\u091f\\u0940 \\u092e\\u0948\\n\\n\\u0915\\u093f\\u0938\\u0940 \\u0915\\u0947 \\u092c\\u093e\\u092a \\u0915\\u093e \\u0939\\u093f\\u0928\\u094d\\u0926\\u0941\\u0938\\u094d\\u0924\\u093e\\u0928 \\u0925\\u094b\\u095c\\u0940 \\u0939\\u0948 . \\U0001f1ee\\U0001f1f3\\U0001f1ee\\U0001f1f3\\U0001f1ee\\U0001f1f3\\n\\nI LovE mY IndIA.\\U0001f497\\U0001f49a\\U0001f497\\U0001f49a\\U0001f1ee\\U0001f1f3\\U0001f1ee\\U0001f1f3\\U0001f1ee\\U0001f1f3',b'916',b'1135',b'0',b'1660',b'1571',b'False',b'False',b'True',b'False',b'2019-07-09 20:08:07'
b'\\u0645\\u0648\\u062f\\u06cc \\u06a9\\u06d2 \\u0648\\u0632\\u06cc\\u0631\\u0627\\u0639\\u0638\\u0645 \\u0628\\u0646\\u06d2 \\u06a9\\u06d2 \\u0628\\u0639\\u062f \\u062a\\u0631\\u0642\\u06cc \\u06c1\\u0648\\u06af\\u06cc\\u06d4\\u06d4\\u06d4 \\u0686\\u0627\\u0626\\u06d2 \\u0628\\u0648\\u0626\\u06d2 \\u0633\\u06d2 \\u0648\\u06cc\\u0679\\u0631 \\u0628\\u0646 \\u06af\\u06cc\\u0627 \\u06c1\\u06d2\\u06d4\\n\\u0641\\u0631\\u0648\\u0631\\u06cc \\u06a9\\u0627 \\u06a9\\u0645\\u0627\\u0644 \\u06c1\\u06d2\\u06d4\\u06d4\\n\\n#DelhiViolence\\u2026 https://t.co/vnBcRaBv14',b'1232023972839116801',b'Sohail Zafar (\\u0633\\u06c1\\u06cc\\u0644 \\u0638\\u0641\\u0631)',b'mszsohail',"b'\\u0627\\u0644\\u0631\\u064a\\u0627\\u0636, \\u0627\\u0644\\u0645\\u0645\\u0644\\u0643\\u0629 \\u0627\\u0644\\u0639\\u0631\\u0628\\u064a\\u0629 \\u0627\\u0644\\u0633\\u0639\\u0648\\u062f'",b'Cost Estimation Engineer | DAR Group https://t.co/MiB8OxkOqw | Dar Al Handasah ( Shair and Partners) Riyadh Saudi Arabia',b'13051',b'12821',b'3',b'36622',b'29872',b'False',b'False',b'False',b'False',b'2010-06-06 17:43:38'
b'Where are those who were weeping on earlier gun shots near #Jamia and #shahinbagh??? Dead ?? #DelhiBurning\\u2026 https://t.co/mVEKbUMzBk',b'1232023914336968704',b'Navendra Singh',b'ernavendra',b'delhi',b'Asst. Professor/Mechanical Engineer/Commoner',b'27',b'67',b'0',b'251',b'839',b'False',b'False',b'True',b'False',b'2012-01-29 11:51:14'
b'#RatanLal #DelhiBurning\\n#IslamicTerrorism\\n#DelhiViolence #DelhiPolice\\n#EndThisViolence #DelhiRiots\\n#CAAProtest\\u2026 https://t.co/ktAeQ2KQVH',b'1232023912357093376',b'Think Differently',b'think_ooooooo',b'',"b'Like a \\U0001f33b that follows every movement of the \\U0001f31e, so I turn towards you to \\U0001f463 you my God ! \\U0001f64f'",b'49',b'131',b'0',b'5278',b'5126',b'False',b'False',b'True',b'False',b'2018-01-16 16:52:15'
b'Would you expect a politico from any other Party except BJP enjoying this privilege...?\\U0001f9d0\\U0001f914\\n\\nCJI\\u2019s duty-right conundr\\u2026 https://t.co/gH1EHit6RT',b'1232023906447286272',b'You Can\\u2019t Kill Gandhi',b'aaadubey1',b'',"b""Political Sociology, Gandhian Humanism & Nehruvian Socialism. JNU FT DNA, Firm on Freedom of Expression & 'Secularism'. Pro-Farmers. RTs not endorsements""",b'594',b'1276',b'8',b'39169',b'31589',b'False',b'False',b'True',b'False',b'2012-12-05 10:28:28'
"b'\\u092c\\u0947\\u0917\\u0941\\u0928\\u093e\\u0939\\u094b\\u0902 \\u0915\\u093e \\u0932\\u0939\\u0942 \\u0939\\u0948 \\u092f\\u0947 """"\\n"""" \\u0930\\u0902\\u0917 \\u0932\\u093e\\u090f\\u0917\\u093e \\u0926\\u093e\\u0917 \\u0926\\u093e\\u092e\\u0928 \\u092a\\u0947 \\u0928\\u093e \\u0906\\u090f \\u0924\\u094b \\u0926\\u093f\\u0932 \\u092a\\u0947 \\u0906\\u090f\\u0917\\u093e \\u0906\\u0928\\u0947 \\u0935\\u093e\\u0932\\u093e \\u0939\\u0948 \\u0926\\u093f\\u0928 """"\\n"""""" \\u0915\\u092f\\u093e\\u092e\\u0924 \\u0915\\u093e \\u0915\\u094b\\u0908 \\u091c\\u093c\\u093e\\u0932\\u093f\\u092e\\u2026 https://t.co/y5MNxrUw0C'",b'1232023892165898240',b'\\U0001f310\\u0645\\u0640\\u0640\\u0640\\u062d\\u0645\\u0640\\u0640\\u0640\\u0640\\u062f \\u0641\\u0640\\u0640\\u0631\\u0642\\u0640\\u0640\\u0640\\u0627\\u0646 \\u0622\\u0639\\u0638\\u0645\\u0640\\u0640\\u06cc\\U0001f310',b'furqanazmi2222',b'Kuwait \\U0001f1f0\\U0001f1fc\\u2764\\ufe0f\\U0001f1ee\\U0001f1f3',"b""PLEASE DON'T GET CONFUSED BETWEEN MY PERSONALITY AND MY ATTITUDE..\\U0001f60e""",b'337',b'159',b'0',b'503',b'1067',b'False',b'False',b'True',b'False',b'2019-04-24 05:44:42'
b'Be aware.. His name is #darshan\\n#darshan #darshan Darshan\\nnot sharukh..\\n#Bhajanpura #DelhiPolice #CAAProtest\\u2026 https://t.co/Ci1HoEF9t7',b'1232023878924410880',b'zafar shakeel',b'ZafarBullet',"b'Jamia Nagar, New Delhi'",b'ALIGARH MUSLIM UNIVERSITY \\nAlig\\nGE-1571',b'86',b'57',b'0',b'293',b'324',b'False',b'False',b'True',b'False',b'2012-11-29 20:43:31'
b'#DelhiBurning #DelhiPolice pelting stones at protesters',b'1232023823706284032',b'abdus samad',b'abdussa60285404',b'',b'',b'18',b'150',b'0',b'570',b'87',b'False',b'False',b'True',b'False',b'2015-07-10 06:38:52'
b'@AamAadmiParty @SanjayAzadSln #sanjaysingh #AAP \\u0915\\u093e\\u0938 \\u0906\\u092a\\u0915\\u0940 \\u0915\\u0948\\u092c\\u093f\\u0928\\u0947\\u091f \\u092e\\u0947 \\u092f\\u0947 \\u092c\\u093e\\u0924 \\u0939\\u094b \\u0906\\u092a\\u0915\\u094b \\u091c\\u0928\\u0924\\u093e \\u0928\\u0947 \\u091a\\u0941\\u0928\\u093e \\u0939\\u0948 \\u0906\\u092a \\u091c\\u0928\\u0924\\u093e \\u0915\\u0947 \\u0932\\u093f\\u092f\\u0947\\u2026 https://t.co/W3JboZTiwH',b'1232023807277305858',b'Fahad Aziz',b'FahadAz58513459',"b'\\u0627\\u0644\\u0645\\u062f\\u064a\\u0646\\u0629 \\u0627\\u0644\\u0645\\u0646\\u0648\\u0631\\u0629, \\u0627\\u0644\\u0645\\u0645\\u0644\\u0643\\u0629 \\u0627\\u0644\\u0639\\u0631\\u0628'",b'\\U0001f1ee\\U0001f1f3\\u2764\\U0001f1ee\\U0001f1f3',b'15',b'46',b'0',b'138',b'686',b'False',b'False',b'True',b'False',b'2019-12-19 17:53:00'
b'Hi @realDonaldTrump ! Do you know that you are being used as a cover by the Indian govt to shield violence in the c\\u2026 https://t.co/OTcdcUifhH',b'1232023796925763585',b'Kanika',b'kan_nott',b'',"b'\\u092c\\u0939\\u0941\\u0924 \\u0939\\u0941\\u0906 \\u0938\\u092e\\u094d\\u092e\\u093e\\u0928, \\u0924\\u0941\\u092e\\u094d\\u0939\\u093e\\u0930\\u0940 \\u0910\\u0938\\u0940 \\u0924\\u0948\\u0938\\u0940\\u0964'",b'204',b'171',b'2',b'3300',b'16535',b'False',b'False',b'True',b'False',b'2015-04-15 12:52:36'
b'#DelhiPolice \\u0915\\u094b \\u0936\\u093e\\u092f\\u0926 \\u0905\\u092d\\u0940 \\u0924\\u0915 #KapilMishra \\u0915\\u093e \\u0918\\u0930 \\u0928\\u0939\\u0940\\u0902 \\u092e\\u093f\\u0932\\u093e \\u0939\\u0948\\u0964 \\u0916\\u094b\\u091c \\u0932\\u094b \\u0905\\u092d\\u0940 \\u092c\\u0939\\u0941\\u0924 \\u091f\\u093e\\u0907\\u092e \\u0939\\u0948 \\u092c\\u093e\\u0915\\u0940 \\u092e\\u093f\\u0932\\u0928\\u0947 \\u092a\\u0930 \\u092e\\u093e\\u0930\\u094d\\u0915\\u0936\\u0940\\u091f \\u0926\\u093f\\u0916\\u093e\\u0915\\u0930\\u2026 https://t.co/uluCzpP3XD',b'1232023777179000832',b'Meraj Ahmad',b'MerajAh63689147',b'',b'',b'88',b'231',b'0',b'241',b'253',b'False',b'False',b'True',b'False',b'2018-03-03 09:01:38'
b'The next biggest thing this country can have is @narendramodi having a 5 minutes chat with @kunalkamra88 \\n\\nPhat ke\\u2026 https://t.co/4Y6SjA1t1k',b'1232023772397326337',b'Barney Stinson',b'MBarneyStinson',"b'Girls, look down'",b'Your day is about to be Legen....wait for it \\U0001f454\\n\\n| Fan Parody Account \\U0001f1ee\\U0001f1f3',b'10',b'20',b'0',b'364',b'123',b'False',b'False',b'True',b'False',b'2019-11-10 15:52:44'
b'I salute this brave officer.  This is our Police who stand infront of  goon who hold gun on his chest. Again i salu\\u2026 https://t.co/MQhrpY0zVv',b'1232023732975099904',b'Shivshanker Mhadiwale',b'SMhadiwale',b'India',b'is it required?',b'94',b'815',b'0',b'5784',b'7418',b'False',b'False',b'True',b'False',b'2014-05-22 08:31:00'
b'@ArvindKejriwal \\n#JejriwalsSilence \\n#DelhiPolice \\n#DelhiViolence https://t.co/geeuzbm025',b'1232023697466089473',b'MUHAMMED SHAFEEK M S',b'shafeekalapra',b'',b'\\u0d0e\\u0d28\\u0d4d\\u0d31\\u0d46 \\u0d2a\\u0d30\\u0d3e\\u0d1c\\u0d2f\\u0d02 \\u0d1e\\u0d3e\\u0d28\\u0d4d\\u200d \\u0d38\\u0d2e\\u0d4d\\u0d2e\\u0d24\\u0d3f\\u0d15\\u0d4d\\u0d15\\u0d41\\u0d28\\u0d4d\\u0d28 \\u0d28\\u0d3f\\u0d2e\\u0d3f\\u0d37\\u0d02 \\u0d35\\u0d30\\u0d46 \\u0d0e\\u0d28\\u0d3f\\u0d15\\u0d4d\\u0d15\\u0d4d \\u0d35\\u0d3f\\u0d1c\\u0d2f\\u0d3f\\u0d15\\u0d4d\\u0d15\\u0d3e\\u0d28\\u0d4d\\u200d \\u0d05\\u0d35\\u0d38\\u0d30\\u0d02 \\u0d09\\u0d23\\u0d4d\\u0d1f\\u0d4d.',b'0',b'1',b'0',b'56',b'305',b'False',b'False',b'True',b'False',b'2019-08-14 16:12:02'
b'#DelhiBurning #DelhiPolice https://t.co/sm9ksTifFq',b'1232023689585188864',b'ahmad shaban \\u0627\\u062d\\u0645\\u062f \\u0634\\u0639\\u0628\\u0627\\u0646',b'ahmadshaban7423',b'\\u0932\\u093f\\u0902\\u091a\\u093f\\u0938\\u094d\\u0924\\u093e\\u0928',b'\\u092e\\u0948 \\u0935\\u0939\\u093e\\u0902 \\u0924\\u0915 \\u0905\\u091a\\u094d\\u091b\\u093e \\u0939\\u0942 \\u091c\\u0939\\u093e\\u0902 \\u0924\\u0915 \\u0906\\u092a \\u0915\\u0947 \\u092e\\u0941\\u0924\\u093e\\u092c\\u093f\\u0915\\u093c \\u0939\\u0942',b'424',b'285',b'0',b'3658',b'1689',b'False',b'False',b'True',b'False',b'2017-05-10 05:55:40'
b'@rishibagree Journalists like @RanaAyyub @BDUTT  @sagarikaghose @sardesairajdeep are responsible for the death of o\\u2026 https://t.co/Kbs1RNLP3U',b'1232023688385417216',b'Soumava Paul',b'SoumavaAPaul',"b'Hyderabad/Kolkata/Pune,India'",b'bong. troglodyte.',b'48',b'266',b'0',b'1682',b'6948',b'False',b'False',b'False',b'False',b'2010-04-08 19:15:58'
"b'""We Don\'t surrender.\\nWe win, Or we die,""\\n#Reject_CAA_NRC_NPR\\n#burningdelhi \\n#DelhiPolice \\n#Delhi \\n#DelhiIsBurning'",b'1232023659608326144',b'Zishan Khan\\U0001f1ee\\U0001f1f3',b'ZishanKh786',"b'New Delhi, India'",b'i Deserve nothing But Allah Give me everything \\nAlhamdulillah\\u2764\\ufe0f',b'100',b'103',b'0',b'664',b'882',b'False',b'False',b'True',b'False',b'2019-03-29 15:45:18'
"b""Hello #DelhiPolice, let me tell you if you don't know:\\nPEACEFOOLS are basically obstructing you and other similar g\\u2026 https://t.co/HiXXBn8WHi""",b'1232023656668286976',b'Prateek Sharma',b'rockingboyz31',"b'Chandigarh, India'","b'I write about technology on https://t.co/4uV2Hpc2Ne: smartphones, cameras, headphones, PCs, you name it!\\n\\U0001f4e7 Email: prateek@talkthetech.com'",b'353',b'95',b'109',b'79985',b'7563',b'False',b'False',b'False',b'False',b'2010-02-12 15:18:08'
b'@mahendermanral @IndianExpress @ieDelhi \\u0915\\u0948\\u0938\\u0940 \\u0906\\u091c\\u093e\\u0926\\u0940 \\u091a\\u093e\\u0939\\u093f\\u090f? \\u0906\\u092a \\u092f\\u0939\\u093e\\u0901 \\u0915\\u0947 \\u092a\\u0941\\u0932\\u093f\\u0938 \\u092a\\u0930 \\u0917\\u094b\\u0932\\u093f\\u092f\\u093e \\u0914\\u0931 \\u092a\\u0924\\u094d\\u0925\\u0930 \\u092c\\u0930\\u0938\\u093e\\u090f ??\\n \\u0926\\u0947\\u0926\\u0947 \\u0906\\u092a\\u0915\\u094b \\u0906\\u2026 https://t.co/AI3gKfwZaT',b'1232023639220015104',b'pushkar Dharma',b'pushkar_dharma',b'aurangabad',b'Travel Lover & Editor\\n\\n#Author |#Poet | #Writer',b'360',b'61',b'1',b'79',b'309',b'False',b'False',b'False',b'False',b'2013-07-06 16:58:54'
b'Koi kanun nahi bacha es desh me.\\nJangal raj aa chuka hai lado ya maro.\\n #DelhiBurning\\n#DelhiPolice',b'1232023634824192000',b'Bhushan',b'Bhushan54026909',b'',b'',b'7',b'50',b'0',b'237',b'79',b'False',b'False',b'True',b'False',b'2020-01-03 16:13:08'
"b'\\u0915\\u093f\\u0938\\u0940 \\u092e\\u091c\\u093c\\u0932\\u0942\\u092e \\u0915\\u093e \\u0916\\u0942\\u0928 \\u092c\\u0939\\u093e\\u0915\\u0930,\\n\\u0915\\u093f\\u0938\\u0940 \\u092e\\u093e\\u0901 \\u0915\\u0940 \\u0917\\u094b\\u0926 \\u0909\\u091c\\u093e\\u0921\\u093c \\u0915\\u0930,\\n\\u0915\\u093f\\u0938\\u0940 \\u092c\\u091a\\u094d\\u091a\\u0947 \\u0915\\u094b \\u0905\\u0928\\u093e\\u0925 \\u092c\\u0928\\u093e \\u0915\\u0930,\\n\\u0915\\u093f\\u0938\\u0940 \\u0917\\u0930\\u0940\\u092c \\u0915\\u0940 \\u0930\\u094b\\u091c\\u0940 \\u0930\\u094b\\u091f\\u0940 \\u091b\\u0940\\u0928 \\u0915\\u0930,\\n\\u0915\\u093f\\u0938\\u0940\\u2026 https://t.co/6FAwvF7dG5'",b'1232023623956865032',b'Umair Khan',b'Khan_umair_',"b'New Delhi, India'",b'\\u0938\\u092d\\u0940 \\u0915\\u093e \\u0916\\u093c\\u0942\\u0928 \\u0939\\u0948 \\u0936\\u093e\\u092e\\u093f\\u0932 \\u092f\\u0939\\u093e\\u0901 \\u0915\\u0947 \\u092e\\u093f\\u091f\\u094d\\u091f\\u0940 \\u092e\\u0947\\u0902;\\n\\u0915\\u093f\\u0938\\u0940 \\u0915\\u0947 \\u092c\\u093e\\u092a \\u0915\\u093e \\u0939\\u093f\\u0928\\u094d\\u0926\\u094b\\u0938\\u094d\\u0924\\u093e\\u0928 \\u0925\\u094b\\u0921\\u093c\\u0940 \\u0939\\u0948 ! \\nProud Indian Muslim',b'465',b'1530',b'0',b'1321',b'19037',b'False',b'False',b'True',b'False',b'2015-05-30 05:59:54'
b'#arrestkapilmishra #23\\u092b\\u0930\\u0935\\u0930\\u0940_\\u092d\\u093e\\u0930\\u0924_\\u092c\\u0902\\u0926 #DelhiPolice #DelhiBurning #Shahrukh #\\u0916\\u093f\\u0938\\u093f\\u092f\\u093e\\u0908_\\u092c\\u093f\\u0932\\u094d\\u0932\\u0940_\\u091c\\u0932\\u093e\\u092f\\u0947_\\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 https://t.co/U5JxV7V2Sf',b'1232023615266115584',b'ujjwal',b'ujjwalchodhry',b'',b'aao charcha krte hai',b'56',b'0',b'1',b'82',b'20',b'False',b'False',b'True',b'False',b'2013-01-04 07:39:44'
"b'Mazak ban gya #CAA_NRC_Protests @AmitShah @HMOIndia @PMOIndia @narendramodi and all so called #oppositionleader ,pl\\u2026 https://t.co/p97IeSLYze'",b'1232023595833946112',b'ARVIND BHARTI',b'arvindbhartii',"b'Ranchi, Jharkhand'",b'MECHANICAL ENGINEER ...\\nMTECH @IIT DELHI..',b'29',b'102',b'0',b'129',b'62',b'False',b'False',b'True',b'False',b'2015-12-28 08:59:41'
b'If yesterday #DelhiPolice has taken action against #KapilMishra today #Delhi is not burning. #ShameOnDelhiPolice',b'1232023581824995329',b'Arshad',b'arshadzya',b'New Delhi',b'Android application developer.',b'115',b'232',b'0',b'569',b'1096',b'False',b'False',b'True',b'False',b'2011-03-26 19:46:44'
b'#DelhiPolice\\n#DelhiBurning\\n#AmitShahResign\\n#Amitshahcriminal\\n#Modi\\n#TrumpIndiaVisit https://t.co/PrtxKidGsj',b'1232023575244177408',b'Abdul jaleel kunnath',b'jaleel9911',b'kerala',b'civil Engineering .. Project Management',b'20',b'67',b'0',b'106',b'125',b'False',b'False',b'True',b'False',b'2013-04-24 07:23:06'
"b""Why do we fear hell.\\nWe're here.\\n#Delhi #DelhiPolice #DelhiBurning #DelhiViolence""",b'1232023564557127687',b'Ladyinblue',b'Ladyinb52446561',b'',b'',b'1',b'4',b'0',b'1689',b'1',b'False',b'True',b'True',b'False',b'2019-12-19 10:34:08'
"b'If what junior Home Minister saying is true means it intelligence failure, what govt doing, what was Home Minister\\u2026 https://t.co/oTidhrgFIt'",b'1232023553467392001',b'Uma Kant Singh',b'umakantsingh_IN',b'New Delhi',"b'All Together, One Together, Change Together  \\u0938\\u092c \\u0938\\u093e\\u0925, \\u090f\\u0915 \\u0938\\u093e\\u0925, \\u092c\\u0926\\u0932\\u0947\\u0902\\u0917\\u0947 \\u0938\\u092c, \\u0938\\u093e\\u0925- \\u0938\\u093e\\u0925!  Calling all countrymen and women to join #NewRIndia movement!'",b'557',b'466',b'142',b'49365',b'109',b'False',b'False',b'False',b'False',b'2009-09-09 18:45:38'
b'This is the country which looking for a $5 trillion economy.\\n\\nAcha Sapna hai\\n\\n#AmitShahResign #DelhiPolice\\u2026 https://t.co/yU2t4O8EUc',b'1232023530331443200',b'Md Shujauddin \\u0634\\u062c\\u0627\\u0639',b'shuja_2006',"b'Hyderabad, Andhra Pradesh'",b'Let us sacrifice our today so that our children can have a better tomorrow...',b'1367',b'3549',b'1',b'2789',b'13564',b'False',b'False',b'True',b'False',b'2015-11-28 17:34:37'
