b'\\u201cI\\u2019m not Muslim but fuck the police\\u201d \\U0001f92f cause they don\\u2019t eat pork... ! @PDE_YOUNGNUDY',b'1232094443131559936',b'CARDO \\u24cb',b'RicardoAlan_',b'trap',"b'tx, #txst22'",b'541',b'252',b'4',b'2010',b'4050',b'False',b'False',b'True',b'False',b'2014-02-21 15:31:24'
b'@srdh21 Every muslim is a terorist? Who kill indra gandhi? Who kill gandhi?',b'1232082004323250176',b'Syed Umer',b'umer_958',"b'Bahawalpur, Pakistan'",b'Future Dr.  Insha Allah .. \\U0001f60a\\U0001f607\\nPakistan Tehreek Insaf Worker  politics is  lifeline?\\nCricket Is loVe\\U0001f60d footbal loVer \\u2763 tooo\\nPakistan ma LifelinE\\u2665\\U0001f64c\\U0001f64c',b'35',b'61',b'0',b'1520',b'2999',b'False',b'False',b'True',b'False',b'2018-06-06 15:36:50'
"b'@ClimateTui We will have tea and coffee flowing, if you can, bring a snack to share! There will be a banner and a b\\u2026 https://t.co/7jWA0cfc0y'",b'1232081961281130496',b'Melanie Vautier',b'lollywalking',"b'Wellington City, New Zealand'",b'',b'66',b'213',b'0',b'116',b'958',b'False',b'False',b'True',b'False',b'2014-09-29 19:29:31'
"b'@suchitrav One police constable killed, one DCP injured, one petrol pump burnt and all these done by Muslim anti na\\u2026 https://t.co/Li7e9d70yZ'",b'1232081920198160384',b'Prashant Pandit',b'Prashan83117855',b'',b'',b'0',b'11',b'0',b'6',b'1',b'False',b'True',b'True',b'False',b'2019-12-12 05:23:24'
b'@NulbekE @deku_apptuber @horikoshiko You are not Muslim you lied to me ... ?',b'1232081905878695936',b'Danma',b'Danma35583728',b'Quelque pars au Qu\\xe9bec',b'13yo / Like mangas et anim\\xe9s / Neutre chiante',b'2',b'54',b'0',b'224',b'1415',b'False',b'False',b'True',b'False',b'2019-06-25 03:51:08'
b'Gautsim qd il a d\\xe9couvert que ademo et nos \\xe9taient muslim : https://t.co/R5DWda7b8Y',b'1232081877743415298',b'Sakhoninho \\U0001f1f9\\U0001f1f3',b'MamadSakh0',"b'Paris, France'",b'Valencia',b'112',b'744',b'3',b'7438',b'6724',b'False',b'False',b'False',b'False',b'2012-06-28 06:59:44'
"b'@welshchauvinist @JacquiDillon Dic, I appreciated the name hasn\\u2019t helped, but your ignorant mind is doing somersaul\\u2026 https://t.co/sZnVFr8PuR'",b'1232081876438978561',b'RepStar',b'RepiakaMoni',"b'England, United Kingdom'","b'Muslim British Bangladeshi, daughter,mum, wife & solicitor. Views expressed are my own & Retweets are not endorsements- may or may not even agree with them!'",b'1070',b'739',b'6',b'24784',b'23105',b'False',b'False',b'True',b'False',b'2015-03-23 22:16:15'
"b'@VickyKedia @struhlStein @DelhiPolice First remember ""15 crores muslim agar bahar nikal gye""\\nThen again remember th\\u2026 https://t.co/YClKYS2Y2U'",b'1232081866586513408',b'RainGirl Rashi Khanna \\u2614',b'RaingirlRashi',"b'New Delhi, India'",b'\\U0001f1ee\\U0001f1f3',b'85',b'105',b'0',b'136',b'1067',b'False',b'False',b'True',b'False',b'2016-09-22 10:25:20'
"b'We will have tea and coffee flowing, if you can, bring a snack to share! There will be a banner and a book for expr\\u2026 https://t.co/5IWhE5LJUV'",b'1232081842028732421',b'TUI Climate Community',b'ClimateTui',b'',"b'A neutral space for Wellington climate groups to support, collaborate, strengthen bonds and provide an accessible space in Aro Valley to meet and work in.'",b'29',b'20',b'0',b'17',b'0',b'False',b'False',b'True',b'False',b'2019-12-29 05:16:06'
b'@lalasmumma78 @peterdaou Republicans were saying he was a Muslim socialist in 2008 and 2012 and he still won in Flo\\u2026 https://t.co/BCrizJw7zM',b'1232081770213978112',b'Henny Bill',b'skyhook86',b'',b'',b'35',b'257',b'0',b'6010',b'42442',b'False',b'False',b'True',b'False',b'2018-01-14 00:30:26'
"b'@AdityaMenon22 First of all, no proof of the man is even hindu.\\nSecond, muslims are burning hindu homes. \\nIts officially hindu-muslim now'",b'1232081754133028872',b'Ankur Avatar\\U0001f308\\U0001f3f3\\ufe0f\\u200d\\U0001f308',b'AnkurAvatar',b'India',"b""Can't write anything so that twitter won't $u$p\\u20acnd me.""",b'2',b'6',b'0',b'44',b'41',b'False',b'False',b'True',b'False',b'2020-02-24 07:40:55'
"b'Ajaran/perintah Tuhan yg bgmn yg loe maksud??\\nCoba kasih contoh??\\nLoe muslim ""TAAT"" kan!?\\nSilahkan ngGas waktu dan\\u2026 https://t.co/nnOeNbEE2l'",b'1232081747195514881',b'MULUT mu BAU mu',b'8_fero_8',"b'central JAVA,indonesia'",b'cuma tukang kayu(mebel)\\U0001f60a\\nno risk no succes',b'1886',b'1813',b'0',b'13745',b'9097',b'False',b'False',b'True',b'False',b'2014-08-01 00:10:30'
"b""@Miss313_27 @wdunlap @tedcruz @Jaysock2 And like Christians I'm sure there are plenty of Muslims who don't feel tha\\u2026 https://t.co/BILHxFWoAP""",b'1232081732205268993',b'MewTewb',b'BiggsDCat',"b'Ohio, USA'",b'https://t.co/L2Mpy4SJc1',b'13',b'85',b'0',b'709',b'1146',b'False',b'False',b'False',b'False',b'2018-01-06 06:09:06'
b'@sonamakapoor @BDUTT As if the Mughal Muslim ruler was your Grandpa \\U0001f474',b'1232081725695676417',b'suresh',b'suresharoraa',b'Illinois ',b'',b'6',b'97',b'0',b'1100',b'573',b'False',b'False',b'True',b'False',b'2012-03-25 02:43:48'
b'@creepingsharia @ASimplePatriot And nary a pub to be found. Entire neighborhoods in NYC are dry as hell due to the Muslim takeovers.',b'1232081715662905350',b'SALTY DAWG .SSN-637',b'Moltronic',b'',b'\\U0001f1fa\\U0001f1f8#USN #NAM #VET #III #LEO\\U0001f1fa\\U0001f1f8  #BORDERPATROL  #CONSERVATIVE #NRA #\\u039c\\u039f\\u039b\\u03a9\\u039d\\u039b\\u0391\\u0392\\u0395 #2A #MAGA #KAG  #TRUMP2020 #POTUS45 #BUILDTHEWALL\\U0001f1fa\\U0001f1f8 I CHOOSE LIBERTY OVER TYRANNY',b'9197',b'9404',b'6',b'27146',b'24621',b'False',b'False',b'False',b'False',b'2018-07-11 21:34:59'
b'\\u0907\\u0924\\u0928\\u093e \\u0924\\u094b \\u0906\\u091c \\u0938\\u093e\\u092b \\u0939\\u0948 \\u0915\\u093f PRO-CAA \\u0915\\u093e \\u092e\\u0924\\u0932\\u092c Anti-Muslim \\u0939\\u0948 \\u092c\\u0938 \\u0914\\u0930 \\u0915\\u0941\\u091b \\u0928\\u0939\\u0940\\u0902 \\u0964',b'1232081695236657154',b'\\u0938\\u0941\\u0928\\u0940\\u0932 \\u091c\\u094b\\u0917\\u092a\\u0941\\u0930\\u093f\\u092f\\u093e',b'shayar_suneel',b'',b'official account(The #writer The #poet) #\\u092e\\u093e\\u0902 #\\u0917\\u0902\\u0917\\u093e \\u0915\\u093e #\\u0932\\u093e\\u0921\\u0932\\u093e \\u0932\\u093e\\u0932 \\u0939\\u0942\\u0902\\n#\\u091c\\u092f \\u092e\\u093e\\u0902 #\\u0917\\u0902\\u0917\\u0947 --\\u092e\\u0947\\u0930\\u0940 #\\u0939\\u0938\\u094d\\u0924\\u0932\\u093f\\u0916\\u093f\\u0924 #\\u0915\\u0935\\u093f\\u0924\\u093e\\u092f\\u0947\\u0902 @shayrisangrah \\u092e\\u0947\\u0902  \\u0939\\u0948\\u0902!!',b'2575',b'1371',b'0',b'17348',b'38031',b'False',b'False',b'True',b'False',b'2019-11-27 07:36:31'
b'@SahilKh38887093 @DaudKhan3283 @UN @CHRI_INT @indiahumanright @cjwerleman Bhai aapko Qaid E Azam ki kasam inko apne\\u2026 https://t.co/wg9Oc6psfE',b'1232081656229457921',b'Gabriel',b'GabrielShear10',b'',b'',b'19',b'676',b'0',b'3316',b'4047',b'False',b'False',b'True',b'False',b'2019-09-12 21:38:37'
b'@AJEnglish @amnesty Alzazera is terriost funded news channel they recorded ISIS  murder video..  muslim must refres\\u2026 https://t.co/zDAl0L6O6w',b'1232081645068419072',b'Howard stark',b'Sumitsh01727820',"b'Massachusetts, USA'",b'I believe in God but i could not able to understand..world',b'1',b'64',b'0',b'125',b'7',b'False',b'False',b'True',b'False',b'2018-11-16 02:13:24'
b'Hati2 ke India ya guysss.... Sapatau Allah SWT memberi bonus azab buat negeri itu. Tapi disana juga muslim banyak.\\u2026 https://t.co/9RtsON66Th',b'1232081630220546048',b'RecehLebihTenang',b'AkunKeSeribu',"b'Bandung, Indonesia'",b'SenjataTerbaikAdalahSholat',b'46',b'84',b'0',b'125',b'996',b'False',b'False',b'True',b'False',b'2015-02-21 08:20:57'
b'KFC is launching an 80 PIECE popcorn chicken bucket for \\xa35.99 https://t.co/HqlvU3B6Fb via @Femail. All you KFC fans\\u2026 https://t.co/GBCXffMunx',b'1232081621119045633',b'Sir Nigel',b'nigelat34',"b'Corbridge, England'","b'Brexiteer, Love Europe hate the EU. fan of Hitchens, Farage, Trump, Tommy. A wise man makes judgements based on the evidence'",b'1466',b'2397',b'0',b'2811',b'2839',b'False',b'False',b'True',b'False',b'2015-02-01 23:08:50'
"b'UK: Muslim acid attack killer launches jihadi style attack, attempting to stab prison staff after luring them into\\u2026 https://t.co/jzvwOuvcPF'",b'1232081562142937088',b'Pam',b'Pam93592944',"b'Greater Heights, Houston'","b'Retired Attorney, \\u2764\\ufe0fTrump, America, Big Beautiful Wall, Conservatives, NRA, our Constitution, freedom & liberty. Socialism, Globalism destroys all good.'",b'4350',b'5000',b'3',b'25647',b'39644',b'False',b'False',b'True',b'False',b'2018-06-19 22:40:44'
"b""Muslim only ghettos being built by London Mayor \\u2013 England's England https://t.co/fySggY0OGw""",b'1232081558141636611',b'Truthseeker123',b'Truthseeker1238',"b'South East, England'",b'Believe in old-fashioned values: democracy; integrity; decency; standards in public office; open logical debate. A patriot therefore ardent Brexiteer.',b'1040',b'1813',b'1',b'5384',b'3208',b'False',b'True',b'True',b'False',b'2019-09-02 12:24:08'
b'This is one of the chapters that begin with oaths. Allah Himself is swearing by something. What is the benefit of A\\u2026 https://t.co/R05aoCIUiU',b'1232081547148349440',b'About Islam',b'AbtIslamNet',b'',b'An initiative that strives to build bridges of understanding and peaceful co-existence with fellow human beings around the world.',b'8930',b'450',b'95',b'63000',b'9393',b'False',b'False',b'False',b'False',b'2015-12-27 13:13:18'
b'Asian grooming gangs are Muslim says Trevor Phillips https://t.co/chARM6eIDS via @MailOnline',b'1232081526088699913',b'Malcolm Berry',b'MalcolmABerry',b'West Wales',b'92% humanist. 100% Democratic Conservative.  Views my own.\\nAsk you what provocation I have had.\\nThe strong antipathy of good for bad. Donne J',b'1061',b'54',b'27',b'22647',b'4230',b'False',b'False',b'False',b'False',b'2013-05-27 10:34:58'
b'@m_mirah saatnya dimulai...mahasiswa muslim hrus sadar dan membuat plan lalu ber aksi',b'1232081524859842572',b'El Macho',b'ElMacho03154475',"b'DKI Jakarta,Indonesia'",b'REVOLUTION = SOLUTION',b'401',b'471',b'0',b'7149',b'7269',b'False',b'False',b'True',b'False',b'2019-09-25 07:52:54'
"b'""In the state of Uttar Pradesh, anti-Muslim violence is enacted by local law enforcement, who are accused of \'forci\\u2026 https://t.co/QSiUZV3vA5'",b'1232081521055588352',b'RaceBaitr',b'RaceBaitr',b'New York City',"b'""Race baiting with a deck full of race cards."" \\u2013 A publication that doesn\'t GAF about your opinions if you\'re not for Black liberation \\U0001f937\\U0001f3ff\\u200d\\u2640\\ufe0f'",b'8248',b'912',b'111',b'9858',b'7030',b'False',b'False',b'False',b'False',b'2014-04-01 01:26:15'
b'Men if the past would not let a non mahrams look at their wives but the men of today post pictures of their wives f\\u2026 https://t.co/iHMOovIwGM',b'1232081502814572546',b'Hunt',b'El_Hunto',b'',b'\\u200f\\u200f\\u0627\\u0634\\u0652\\u0647\\u064e\\u062f\\u064f \\u0627\\u0646\\u0652 \\u0644\\u0651\\u0622 \\u0627\\u0650\\u0644\\u0647\\u064e \\u0627\\u0650\\u0644\\u064e\\u0651\\u0627 \\u0627\\u0644\\u0644\\u0651\\u0647\\u064f \\u0648\\u064e \\u0627\\u064e\\u0634\\u0652\\u0647\\u064e\\u062f\\u064f \\u0627\\u064e\\u0646\\u064e\\u0651 \\u0645\\u064f\\u062d\\u064e\\u0645\\u064e\\u0651\\u062f\\u064b \\u0627\\u0639\\u064e\\u0628\\u0652\\u062f\\u064f\\u0647 \\u0648\\u064e\\u0631\\u064e\\u0633\\u064f\\u0648\\u0644\\u064f\\u0647',b'3761',b'150',b'15',b'22964',b'28002',b'False',b'False',b'False',b'False',b'2018-12-17 01:04:26'
b'@RanaAyyub It has also come to notice that few pro CAA protesters put their rodes in Muslim women ass \\U0001f602\\U0001f602',b'1232081486809047042',b'\\u091a\\u094c\\u0927\\u0930\\u0940',b'dedha79',b'Delhi',b'Libtards call us Bhakts and we feel proud of being called bhakts',b'751',b'402',b'2',b'13579',b'156274',b'False',b'False',b'True',b'False',b'2011-10-05 05:28:29'
"b'@GKeile Thank Barrack Obama for trying to change American culture, &amp; Christianity in favor of Muslim Culture! Hopefully we can coexist!'",b'1232081478126886912',b'The Umpire',b'CalvelliBob',b'United States',"b'Christian, Long Media Career, Surfer,\\nguitarist, Republican, strong borders but allow vetted immigration, stand against Socialism: Equal rights for everyone!'",b'1021',b'1980',b'8',b'4141',b'3628',b'False',b'False',b'True',b'False',b'2016-01-31 17:04:09'
b'Indonesian Journal of Islam and Muslim Societies milik IAIN Salatiga dan Studia Islamika terbitan UIN Syarif Hidaya\\u2026 https://t.co/ZRLIscQogj',b'1232081468337209345',b'Kementerian Agama RI',b'Kemenag_RI',b'Jakarta',b'The official account of Ministry of Religious Affairs (Kementerian Agama) | Dikelola Biro Humas |',b'527935',b'88',b'282',b'28887',b'168',b'True',b'False',b'False',b'False',b'2010-08-06 03:27:54'
b'@NJamesWorld That\\u2019s a great way to lose  even more voters!! Do labour want any voters?? Well I guess there\\u2019ll get the Muslim vote!',b'1232081465254395904',b'kenny dale',b'kendo1936',b'Greater Vancouver',b'I\\u2019m a British guy living in Canada but I still love my home country and one day I will return!  loves Europe hates the EU! leave support all the way!',b'964',b'3573',b'0',b'2367',b'476',b'False',b'False',b'True',b'False',b'2012-08-17 21:28:07'
"b""@realDonaldTrump \\n\\U0001f6a8It's OFFICIAL, folks. A direct vote for Bernie Sanders is an indirect vote for the Muslim Brothe\\u2026 https://t.co/EWugBz1sk4""",b'1232081435802177537',b'Grandma 4 Trump',b'Unsneakycindy',b'',b'',b'86',b'338',b'0',b'2920',b'18992',b'False',b'False',b'False',b'False',b'2009-05-09 18:24:02'
"b'Pakistani trained, instigated Muslim terrorists are opening fire on Indian policemen in the Indian capital. Beyond\\u2026 https://t.co/lRBm9dQEUh'",b'1232081425320407041',b'Dr Krittibas Ray',b'KrittibasDr',"b'San Francisco, California'","b'The preeminent Wall Street analyst of Silicon Valley. Global capital markets strategist. Harvard, Berkeley, Rice. Creating new stock market indexes.'",b'32',b'161',b'1',b'4870',b'4304',b'False',b'False',b'True',b'False',b'2019-08-10 23:28:28'
b'@RatanSharda55 @KapilMishra_IND @BDUTT Do you expect anything better from @BDUTT  a downright #Muslim_Jihadists_',b'1232081413995810816',b'Sanjay Singh',b'SanjayS00663282',b'Patna',"b'I AM FREE LOVING MAN WITH INTEREST IN INDIAN HISTORY, CULTURE, MOVIES AND SPORTS. I LIKE PHOTOGRAPHY AND ALSO DO SOCIAL WORK. MY MOTTO IS LIVE AND LET LIVE.....'",b'1563',b'207',b'230',b'257985',b'271034',b'False',b'False',b'True',b'False',b'2012-10-14 13:30:28'
b'Large Muslim population in Michigan https://t.co/LoyjUy3s5P',b'1232081396606341120',b'R BatDavid',b'RBatDavid',b'',b'My Heart is in Israel',b'996',b'1889',b'94',b'64067',b'4509',b'False',b'False',b'True',b'False',b'2014-07-21 04:24:02'
"b'Serial Fiqh Zakat (Bag. 1):: Pengertian, Keutamaan dan Hukum Zakat https://t.co/JBY2UQfsGm'",b'1232081361172910082',b'Aldi Ripani',b'AldiRipani',b'Samarinda',b'\\u0631\\u064e\\u0628\\u0651\\u064e\\u0646\\u064e\\u0627 \\u0647\\u064e\\u0628\\u0652 \\u0644\\u064e\\u0646\\u064e\\u0627 \\u0645\\u0650\\u0646\\u0652 \\u0623\\u064e\\u0632\\u0652\\u0648\\u064e\\u0627\\u062c\\u0650\\u0646\\u064e\\u0627 \\u0648\\u064e\\u0630\\u064f\\u0631\\u0651\\u0650\\u064a\\u0651\\u064e\\u0627\\u062a\\u0650\\u0646\\u064e\\u0627 \\u0642\\u064f\\u0631\\u0651\\u064e\\u0629\\u064e \\u0623\\u064e\\u0639\\u0652\\u064a\\u064f\\u0646\\u064d \\u0648\\u064e\\u0627\\u062c\\u0652\\u0639\\u064e\\u0644\\u0652\\u0646\\u064e\\u0627 \\u0644\\u0650\\u0644\\u0652\\u0645\\u064f\\u062a\\u0651\\u064e\\u0642\\u0650\\u064a\\u0646\\u064e \\u0625\\u0650\\u0645\\u064e\\u0627\\u0645\\u064b\\u0627',b'3078',b'103',b'2',b'39009',b'79',b'False',b'False',b'False',b'False',b'2009-03-08 15:11:00'
"b'@LiberalMantri Gujarat is just one example, the same ensured in Bhagalpur where muslim ran silk industry was destro\\u2026 https://t.co/lSli4xBz1y'",b'1232081347163742211',b'Qutubuddin Owaisi',b'QutubOwaisi',b'Hyderabad',b'Still waiting for the caffeine to kick in. | Lawyer | Politics | History | Traveller | Football | Foodie | AIMIM',b'14917',b'762',b'20',b'8962',b'4665',b'False',b'False',b'False',b'False',b'2009-07-12 14:28:30'
"b'""I Am Hijabi, Muslim, Black..."": Rep. Ilhan Omar Posts List Describing Herself to Troll Conservatives; Rival Candid\\u2026 https://t.co/9XHg1Rm2K9'",b'1232081303970824192',b'Kristy',b'luchadora41',"b'San Diego, CA.'","b""Saved by Grace; Chippewa; for Zion's sake. America restored under God; pro-Constitution, anti-Sharia. Since the escalator. lol. #QAnon Happy to know Jesus! \\u271d\\ufe0f\\U0001f60a""",b'47988',b'43832',b'521',b'314064',b'36459',b'False',b'False',b'False',b'False',b'2009-11-16 14:54:23'
b'About to download Minder and find me a good Muslim man and settle down',b'1232081298304294912',b'S',b'saravsad',b'',"b'Honey, this is real fish.'",b'2543',b'202',b'57',b'84469',b'2332',b'False',b'False',b'True',b'False',b'2016-06-24 06:05:19'
b'@HlouaaS @NoxchiV Assalamu alaykum t\\u2019as commenc\\xe9 par le \\xab\\xa0salam\\xa0\\xbb \\xe0 chaque fois pour les muslim et \\xabsalut\\xa0\\xbb pour le\\u2026 https://t.co/HyKOm3tW0L',b'1232081260580831232',b'\\u0631\\u0627\\u06cc\\u0627\\u0646',b'Iqbayliyen',b'',b'\\U0001f43a\\u2d63 A\\xeft Idjer/Tifrit N\\u2019A\\xeft Oumalek (j\\u2019t\\u2019aime j\\u2019t\\u2019aime j\\u2019t\\u2019aime)',b'91',b'98',b'0',b'947',b'1984',b'False',b'False',b'True',b'False',b'2019-08-02 10:28:26'
"b'la plus intense (en \\xe9t\\xe9) et comme froid le plus intense (en hiver)"". [Muslim 617]'",b'1232081253106692098',b'K',b'OnmappelleK',"b'Bruxelles, Belgique'",b'\\u0627\\u0644\\u062d\\u064e\\u0645\\u0652\\u062f\\u0644\\u0644\\u0647',b'630',b'234',b'0',b'6636',b'5130',b'False',b'False',b'True',b'False',b'2018-04-06 03:08:28'
b'@satribroo cendekiawan muslim',b'1232081243476385792',b'nadif hadien',b'nadifhadien',b'',b'@almirarevistya WKWKWKWK',b'327',b'336',b'0',b'8150',b'256',b'False',b'False',b'False',b'False',b'2011-10-17 10:03:17'
b'@momostuck Yo what do you call the Muslim ones that throw gay folks off buildings?',b'1232081222748250114',b'Tacman',b'TACitdisaproval',b'',"b""If you are a socialist/communist of any stripe, get fucked. Although, who gives a shit anymore, I think I'm officially black-pilled.""",b'81',b'162',b'1',b'9302',b'10986',b'False',b'False',b'True',b'False',b'2016-03-30 12:31:56'
b'@MuslimCouncil Muslim is not a race try again baiter. \\U0001f914Let see the loss of funds keeping potential terrorists of pl\\u2026 https://t.co/TY06oOxi0R',b'1232081173033058304',b'\\U0001f1fa\\U0001f1f8 NavySP\\U0001f6a8',b'NavySP3',b'Everywhere',"b'LOL at SJW and Dem bots ""Facts don\'t care about your feelings and neither do I""  24 Years U.S. Navy Retired CMAA \\U0001f6a8#2a #MAGA Love the\\U0001f1fa\\U0001f1f8Support \\U0001f1ee\\U0001f1f1#MAGAveteran'",b'4687',b'5144',b'1',b'13805',b'28367',b'False',b'False',b'True',b'False',b'2015-09-25 19:31:51'
"b'@cruciataultima @Farid_0v It\'s a ""focal"" point where billion of Muslim in the past, future and present prostrate to\\u2026 https://t.co/b34VgbWb95'",b'1232081171460182017',b'kakipukul',b'kakipukul_gamer',b'',b'',b'12',b'178',b'0',b'307',b'1048',b'False',b'False',b'True',b'False',b'2012-08-12 19:24:47'
"b""@imranshaik @Chinmay_2001 @yehlog I wouldn't be able to say this in a Muslim country obviously, that's why no one l\\u2026 https://t.co/KRFJuBPZ0t""",b'1232081150350262273',b'GS',b'GS05445168',b'',"b'The lips of the righteous feed many, but fools die for lack of judgment'",b'204',b'64',b'0',b'1008',b'680',b'False',b'False',b'True',b'False',b'2019-10-28 00:11:06'
"b""@BillInkey @NoMoreTrust3 @JacquiDillon That's quite a short list compared to the hundreds of Muslim men involved in\\u2026 https://t.co/MDrVn9fHIB""",b'1232081149440266240',b'Dic Aberdaron',b'welshchauvinist',b'Cymru',b'Welsh pride worldwide \\U0001f3f4\\U000e0067\\U000e0062\\U000e0077\\U000e006c\\U000e0073\\U000e007f \\U0001f548',b'272',b'1162',b'1',b'1059',b'3781',b'False',b'False',b'True',b'False',b'2019-08-21 20:13:15'
b'@IlhanMN Former race tsar Trevor Phillips says it\\u2019s time to admit most sex grooming gangs in UK are Muslim',b'1232081138476343296',b'Plains Game',b'osbornetravel',b'UK',b'Traveller who hates flying but through circumstance has flown to work weekly for 3 years!',b'76',b'43',b'3',b'787',b'1438',b'False',b'False',b'True',b'False',b'2010-08-23 15:44:01'
"b""#BURKA is a choice of Muslim women to wear it's not compulsory some R obeying their spouses if you're in a country\\u2026 https://t.co/VLIDWLC86O""",b'1232081098248769537',b'Hasan Sommer\\U0001f1e9\\U0001f1ef',b'HassSamm',b'\\U0001f1e9\\U0001f1ef\\U0001f1ec\\U0001f1e7\\U0001f1ea\\U0001f1fa',"b""The Leaders that doesn't followed the leadership of #J\\xe9sus and #Mohammad (PBU Them) they've lacked COMPASSIONS #SocialPolicy\\n#FakeNewsAnalyser #HUMANITY""",b'188',b'1227',b'4',b'4538',b'3850',b'False',b'False',b'False',b'False',b'2012-10-07 20:02:25'
b'@rogerlsimon @unherd @moutet Short version:  Muslim immigration.',b'1232081078132903936',b'Jim Freeman',b'James___Freeman',"b'Portland, ME'",b'Cold Chain Packaging Expert.\\U0001f4e6\\u2744\\U0001f69b\\U0001f6eb\\U0001f30e  Small Business Owner Since 1998. Covfefe Deplorable.\\U0001f1f1\\U0001f1f7 Maker of the finest gel packs in the land.#NHLBruins. #GoPats.',b'34',b'96',b'0',b'2730',b'653',b'False',b'False',b'True',b'False',b'2013-09-24 11:48:11'
b'@Muslim_UMS @Saruta_97 \\u0646\\u062a\\u062d\\u062f\\u062b \\u0639\\u0646 \\u0645\\u062f\\u064a \\u0642\\u0627\\u0628\\u0644\\u064a\\u0629 \\u0627\\u0644\\u0633\\u064a\\u0627\\u0633\\u0647 \\u0644\\u0645\\u0628\\u062f\\u0623 \\u0627\\u0644\\u062f\\u064a\\u0645\\u0648\\u0642\\u0631\\u0627\\u0637\\u064a\\u0629 \\n\\u0644\\u0643\\u0646 \\u063a\\u062f\\u0627 \\u0628\\u0627\\u0630\\u0646 \\u0627\\u0644\\u0644\\u0647 \\n\\u064a\\u062c\\u0645\\u0639\\u0646\\u0627 \\u0627\\u0646\\u0627 \\u0648\\u0627\\u0646\\u062a \\u0647\\u0630\\u0647 \\u0627\\u0644\\u0635\\u0641\\u062d\\u0647 \\u063a\\u062f\\u0627 \\u0628\\u0627\\u0630\\u0646 \\u0627\\u0644\\u0644\\u0647\\U0001f339',b'1232081075427475456',b'\\u0645\\u062d\\u0645\\u062f \\u0628\\u0646 \\u0633\\u0639\\u062f \\u0627\\u0644\\u0634\\u0639\\u0631\\u0627\\u0648\\u064a',b'gP9Uzc1G6IEG4nb',b'',b'\\u200f\\u0645\\u0627 \\u0646\\u062d\\u0646\\u064f \\u0625\\u0644\\u0627 ... \\u0645\\u0627 \\u0646\\u064f\\u062e\\u0641\\u064a\\u0647 \\u0645\\u0646\\u0627 \\u2764\\ufe0f',b'367',b'778',b'0',b'1208',b'275',b'False',b'False',b'True',b'False',b'2019-12-17 01:09:22'
b'@atensnut Ilhan see you later theirs a Muslim ban now. Lol Take you friends with you. And by the way when you marry\\u2026 https://t.co/jQFQ4zDuWc',b'1232081074890661888',b'Daniel Woods',b'DanielW65230380',"b'Edgewood, KY'",b'Stay The Course',b'2',b'40',b'0',b'267',b'41',b'False',b'False',b'True',b'False',b'2019-06-07 15:26:05'
b'@ShashiTharoor These scum bags should have been in jail a long time ago. These anti nationals are lucky in that the\\u2026 https://t.co/WSkDz996ob',b'1232081059883421707',b'wonderwoman',b'naanimaa1',b'India',"b'A proud woman, mother, Hindu.'",b'4',b'31',b'0',b'434',b'881',b'False',b'False',b'True',b'False',b'2019-01-03 01:32:39'
b'\\U0001f4fb  Simak dan ikuti _Jannah_ di web Streaming Radio Muslim Jogja \\n\\U0001f5a5  https://t.co/200CeY1vwR\\n\\n*Kajian Keutamaan Dzik\\u2026 https://t.co/zU9nCx1yEX',b'1232081049670189056',b'Radio Muslim',b'radio_muslim',b'Yogyakarta',b'Radio Muslim Yogyakarta\\nFacebook: http://t.co/7IOB2NPm36\\nSMS/WA: 0823 27 27 5333',b'63335',b'70',b'158',b'17988',b'335',b'False',b'False',b'False',b'False',b'2008-10-31 09:57:16'
b'I wish muslim twitter would discover pre-marital sex already https://t.co/89kwytCXSt',b'1232081017134936064',b'leave me alone',b'yourfavlegalaid',b'Canada',b'tell your dog I said hi',b'84',b'111',b'4',b'4085',b'4087',b'False',b'False',b'True',b'False',b'2019-10-03 18:00:17'
"b'\\xab\\xa0Nul n\\u2019a re\\xe7u de don meilleur et de plus abondant que celui de la patience\\xa0\\xbb   [Bukhari et Muslim, riyad as-salihin n\\u202226]'",b'1232081008167727104',b'Cha\\xefma',b'Dobrelove',b'',b'Jsuis blas\\xe9e de tout et jkiffe peu de choses',b'579',b'95',b'6',b'54164',b'4597',b'False',b'False',b'False',b'False',b'2012-07-14 20:48:28'
b'Being born into a Hindu family doesn\\u2019t make me a saint or being born into a Muslim family doesnt make my friend evi\\u2026 https://t.co/gA8vDoVNQI',b'1232080999359635456',b'Medha',b'kunintymedha',"b'New York, NY'",b'',b'7',b'134',b'0',b'57',b'113',b'False',b'False',b'True',b'False',b'2013-10-19 21:52:00'
b'@Adam56003347 @NObsrvr2020 Be Muslim or pay Jizyah.',b'1232080970792108032',b'\\u062c\\u064a\\u0631\\u064a\\u0642\\u0648 \\u062c\\u062f\\u064a\\u062f \\u0662\\u0661\\u0667\\u0660',b'JerikoBaru2170',b'',b'Pembantu Jeriko Baru. \\u263a',b'28',b'15',b'0',b'861',b'64',b'False',b'False',b'True',b'False',b'2020-02-07 12:27:10'
