b'@IvankaTrump Namaste Madam!\\nYou too looking beautiful. \\n#IvankaTrump',b'1231944191351017472',b'\\U0001f1ee\\U0001f1f3RAMDAS\\U0001f1ee\\U0001f1f3',b'akpurohitngr',"b""No Men's Land""",b'Proud \\U0001f6a9Hindu \\U0001f1ee\\U0001f1f3Indian\\nEx- Armed soldier.\\nMy first & Last Love Is Ma BHARTI.\\nAlways Right\\U0001f6a9\\n#IndianArmy\\n#JaHind\\n\\U0001f1ee\\U0001f1f3VNDEMATRAM\\U0001f1ee\\U0001f1f3\\n\\U0001f6a9\\u0950\\u0950\\U0001f6a9',b'3936',b'3555',b'10',b'58611',b'59860',b'False',b'False',b'False',b'False',b'2010-07-25 00:09:22'
b'#investigate #IvankaTrump https://t.co/deEBNQ01Uu',b'1230920829564784642',b'iowamare',b'iowamare',b'',"b""It's time for a President that loves children and pets. \\ncold-weather canvasser. proud caucus voter. iowa. chillin.""",b'720',b'3400',b'5',b'7177',b'10312',b'False',b'False',b'False',b'False',b'2008-11-25 07:04:27'
b'#investigate #IvankaTrump https://t.co/PbBqTJbMNe',b'1230920211920019457',b'iowamare',b'iowamare',b'',"b""It's time for a President that loves children and pets. \\ncold-weather canvasser. proud caucus voter. iowa. chillin.""",b'720',b'3400',b'5',b'7177',b'10312',b'False',b'False',b'False',b'False',b'2008-11-25 07:04:27'
"b""@IvankaTrump and put behind bars with the excuse of 'rehabilitation'! We have always been good at hiding our flaws,\\u2026 https://t.co/WvjQTReNb1""",b'1230913154999173122',b'Abhinay Deshpande|\\u0c05\\u0c2d\\u0c3f\\u0c28\\u0c2f\\u0c4d \\u0926\\u0947\\u0936\\u092a\\u093e\\u0902\\u0921\\u0947',b'iAbhinayD',"b'Hyderabad, India'","b'Journalist @the_hindu | Reports Crime | Past: TNIE, Telangana Today, Metro India & ToI | Night \\U0001f989 | \\nTweets reflect my personal views. \\nabhinaynews@gmail.com'",b'1359',b'574',b'11',b'3113',b'7571',b'False',b'False',b'False',b'False',b'2013-06-15 07:15:36'
b'@duty2warn @richsignorelli Meet up would be Head Exec #IBEX to #Trump - \\U0001f483\\U0001f3fb\\U0001f483\\U0001f3fb - no men that way in evidence. June 20\\u2026 https://t.co/biywj0raSm',b'1230913104445231105',b'Debra Weller Olson',b'OlsonWeller',b'United States',"b'2012-2014 FormerNYC-WallSt\\u201dGC\\u201d #IBEX BayleyConst\\u201dGC\\u201d-Seattle, ATnT-Seattle.JGD CPAFirmLaJollaCA #TheResistance #Resist #NeverAgain #WTP \\U0001f30e\\U0001f483\\U0001f3fb#ORION @dogfishdeb'",b'1250',b'2129',b'0',b'428',b'789',b'False',b'False',b'True',b'False',b'2020-02-19 12:15:58'
b'@duty2warn @richsignorelli They had #AndyFrankl put in NYCSD jail - CEO of #IBEX - #ORION hidden under #IBEX n\\u2026 https://t.co/j1f9gavblA',b'1230911086230065152',b'Debra Weller Olson',b'OlsonWeller',b'United States',"b'2012-2014 FormerNYC-WallSt\\u201dGC\\u201d #IBEX BayleyConst\\u201dGC\\u201d-Seattle, ATnT-Seattle.JGD CPAFirmLaJollaCA #TheResistance #Resist #NeverAgain #WTP \\U0001f30e\\U0001f483\\U0001f3fb#ORION @dogfishdeb'",b'1250',b'2129',b'0',b'428',b'789',b'False',b'False',b'True',b'False',b'2020-02-19 12:15:58'
b'@IvankaTrump\\n#IvankaTrump\\nhttps://t.co/s6G9LiVsr9',b'1230907830867288065',b'Xixxioux',b'xixxioux',"b'Toronto, Ontario'",b'',b'325',b'1881',b'0',b'20497',b'41797',b'False',b'False',b'True',b'False',b'2009-03-14 20:55:40'
b'@atrupar #TrumpPutin #bros #RussianAsset  43 years via #TrumpOrg #IvankaTrump Hebrew namesake GC #IBEX n #ORION on#\\u2026 https://t.co/gLg9LDmgp3',b'1230906729472217088',b'Debra Weller Olson',b'OlsonWeller',b'United States',"b'2012-2014 FormerNYC-WallSt\\u201dGC\\u201d #IBEX BayleyConst\\u201dGC\\u201d-Seattle, ATnT-Seattle.JGD CPAFirmLaJollaCA #TheResistance #Resist #NeverAgain #WTP \\U0001f30e\\U0001f483\\U0001f3fb#ORION @dogfishdeb'",b'1250',b'2129',b'0',b'428',b'789',b'False',b'False',b'True',b'False',b'2020-02-19 12:15:58'
b'@richsignorelli @ProjectLincoln Done \\u2705 Thanks Richard \\U0001f44d\\U0001f60a\\U0001f44b I am Back on my New account - can not shut down #IBEX inf\\u2026 https://t.co/I6t7dBDfoX',b'1230880077992222720',b'Debra Weller Olson',b'OlsonWeller',b'United States',"b'2012-2014 FormerNYC-WallSt\\u201dGC\\u201d #IBEX BayleyConst\\u201dGC\\u201d-Seattle, ATnT-Seattle.JGD CPAFirmLaJollaCA #TheResistance #Resist #NeverAgain #WTP \\U0001f30e\\U0001f483\\U0001f3fb#ORION @dogfishdeb'",b'1250',b'2129',b'0',b'428',b'789',b'False',b'False',b'True',b'False',b'2020-02-19 12:15:58'
b'@maggieNYT @richsignorelli #IvankaTrump Hebrew namesake GC of WallSt NYC till they destroyed it n #AndyFrankl go De\\u2026 https://t.co/8XK6HRmGH5',b'1230879091034689536',b'Debra Weller Olson',b'OlsonWeller',b'United States',"b'2012-2014 FormerNYC-WallSt\\u201dGC\\u201d #IBEX BayleyConst\\u201dGC\\u201d-Seattle, ATnT-Seattle.JGD CPAFirmLaJollaCA #TheResistance #Resist #NeverAgain #WTP \\U0001f30e\\U0001f483\\U0001f3fb#ORION @dogfishdeb'",b'1250',b'2129',b'0',b'428',b'789',b'False',b'False',b'True',b'False',b'2020-02-19 12:15:58'
b'@Ian_Fraser @atrupar @AhmedBaba_ see above \\U0001f3af\\U0001f4af\\U0001f6a7\\U0001f30e\\U0001f6a7. #IvankaTrump should have gone to jail #NYCSD too #AndyFrankl took\\u2026 https://t.co/UnzRoI9cA1',b'1230873348604776448',b'Debra Weller Olson',b'OlsonWeller',b'United States',"b'2012-2014 FormerNYC-WallSt\\u201dGC\\u201d #IBEX BayleyConst\\u201dGC\\u201d-Seattle, ATnT-Seattle.JGD CPAFirmLaJollaCA #TheResistance #Resist #NeverAgain #WTP \\U0001f30e\\U0001f483\\U0001f3fb#ORION @dogfishdeb'",b'1250',b'2129',b'0',b'428',b'789',b'False',b'False',b'True',b'False',b'2020-02-19 12:15:58'
b'#IvankaTrump Haircolour in the hair world is known as \\u201cskunk stripes\\u201d. She deserves every one of them.',b'1230868661705039889',b'Dawn Rivard',b'DawnRivard',b'CA/USA/EU',"b'EMMY & CANADIAN ACADEMY WINNING HAIR & MAKEUP DESIGNER. HUSBAND & CLIENTS ARE FAMOUS, I HIDE BEHIND THE SCENES. IATSE 873 (NOT YELLING, JUST A LOUD TALKER)'",b'1836',b'425',b'42',b'5815',b'2873',b'False',b'False',b'False',b'False',b'2011-02-23 23:31:07'
b'@Ian_Fraser @atrupar This Was my work world 2012-2014 in #IBEX #IvankaTrump Hebrew namesake GC #WallSt #NYC n GC fo\\u2026 https://t.co/8fuDbOB977',b'1230867017042886657',b'Debra Weller Olson',b'OlsonWeller',b'United States',"b'2012-2014 FormerNYC-WallSt\\u201dGC\\u201d #IBEX BayleyConst\\u201dGC\\u201d-Seattle, ATnT-Seattle.JGD CPAFirmLaJollaCA #TheResistance #Resist #NeverAgain #WTP \\U0001f30e\\U0001f483\\U0001f3fb#ORION @dogfishdeb'",b'1250',b'2129',b'0',b'428',b'789',b'False',b'False',b'True',b'False',b'2020-02-19 12:15:58'
b'@JohnMTalmadgeMD @SuziReynolds2 Hi Dr - Deb here \\U0001f44b I had to start a 2nd Twitter acct as I was screaming my #IBEX tr\\u2026 https://t.co/6w8CMG7tNH',b'1230864372144070661',b'Debra Weller Olson',b'OlsonWeller',b'United States',"b'2012-2014 FormerNYC-WallSt\\u201dGC\\u201d #IBEX BayleyConst\\u201dGC\\u201d-Seattle, ATnT-Seattle.JGD CPAFirmLaJollaCA #TheResistance #Resist #NeverAgain #WTP \\U0001f30e\\U0001f483\\U0001f3fb#ORION @dogfishdeb'",b'1250',b'2129',b'0',b'428',b'789',b'False',b'False',b'True',b'False',b'2020-02-19 12:15:58'
"b'Judge says conditions in overcrowded border holding cells violate the Constitution, bans sleeping in bathrooms\\u2026 https://t.co/sLwVGz62Ty'",b'1230854650418647042',b'Tanisha Alicea-ortega',b'AliceaOrtega',"b'Miami, FL'",b'',b'15',b'19',b'0',b'2625',b'48',b'False',b'False',b'True',b'False',b'2018-05-18 21:13:09'
"b'@BritneyHiatus Disgusting, @hillaryclinton got the photo op but this supposed ""womens champion"" hasn\'t used her pow\\u2026 https://t.co/ZmOaHwQOu3'",b'1230852532689395712',b'ilovedotstoo \\u2b50\\u2b50\\u2b50',b'ilovedotstoo',b'USA!',b'#TheBestIsYetToCome\\n\\n#IStandWithGenFlynn #prolife #KAG #MAGA #freebritney',b'1325',b'3192',b'0',b'1214',b'26429',b'False',b'False',b'True',b'False',b'2019-05-23 05:07:56'
b'#realDonaldTrump #IvankaTrump #Trump2020 #trump #brexit @BorisJohnson @realDonaldTrump \\n#doctorwho\\u064e #badwolf\\u2026 https://t.co/ZcIXAjXfnp',b'1230846224800022529',b'Mehdi Degryse (ICE ANGEL)',b'MrDegryse',"b'Gouvy, Belgique'",b'Mehdi good idea. i am consultant in cryptocurrency. i make report of the market i am business internet realationship',b'91',b'722',b'1',b'2339',b'354',b'False',b'False',b'False',b'False',b'2017-04-23 17:34:12'
"b'\\u0a9f\\u0acd\\u0ab0\\u0aae\\u0acd\\u0aaa \\u0a86\\u0ab5\\u0ab6\\u0ac7, \\u0ab8\\u0abe\\u0aa5\\u0ac7 \\u0aa6\\u0ac0\\u0a95\\u0ab0\\u0ac0 \\u0a85\\u0aa8\\u0ac7 \\u0a9c\\u0aae\\u0abe\\u0a87\\u0aa8\\u0ac7 \\u0aaf \\u0ab2\\u0abe\\u0ab5\\u0ab6\\u0ac7?... \\u0ab5\\u0aa7\\u0ac1 \\u0ab5\\u0abe\\u0a82\\u0a9a\\u0ab5\\u0abe \\u0a95\\u0acd\\u0ab2\\u0abf\\u0a95 \\u0a95\\u0ab0\\u0acb... https://t.co/saPKUzLQAJ #India #Gujarat\\u2026 https://t.co/6TInil2bTl'",b'1230840852034928641',b'chitralekha',b'chitralekhamag',"b'Mumbai, India'","b'The Chitralekha Group of Publications was started way back in 1950 by Vaju Kotak, a journalistic legend of his times.'",b'25138',b'595',b'261',b'133535',b'376',b'False',b'False',b'False',b'False',b'2009-06-16 10:51:44'
"b'\\u0aae\\u0acb\\u0aa6\\u0ac0-\\u0a9f\\u0acd\\u0ab0\\u0a82\\u0aaa\\u0aa8\\u0abe \\u0ab0\\u0acb\\u0aa1-\\u0ab6\\u0acb\\u0aae\\u0abe\\u0a82 2 \\u0aab\\u0ac7\\u0ab0\\u0aab\\u0abe\\u0ab0 \\u0a95\\u0ab0\\u0ab5\\u0abe\\u0aae\\u0abe\\u0a82 \\u0a86\\u0ab5\\u0acd\\u0aaf\\u0abe, \\u0aaa\\u0abe\\u0ab5\\u0ab0 \\u0ab9\\u0abe\\u0a89\\u0ab8 \\u0ab8\\u0ab0\\u0acd\\u0a95\\u0ab2\\u0aa5\\u0ac0 \\u0a9c\\u0aa8\\u0aaa\\u0aa5 \\u0ab8\\u0ac1\\u0aa7\\u0ac0 \\u0aae\\u0abe\\u0ab0\\u0acd\\u0a97 \\u0aac\\u0a82\\u0aa7 \\u0ab0\\u0ab9\\u0ac7\\u0ab6\\u0ac7, \\u0ab5\\u0abf\\u0ab8\\u0aa4 \\u0ab8\\u0ab0\\u0acd\\u0a95\\u0ab2\\u0aa5\\u0ac0 \\u0a9d\\u0ac1\\u0a82\\u0aa1\\u0abe\\u0ab2 \\u0ab8\\u0ab0\\u0acd\\u2026 https://t.co/v3PVdEZbwM'",b'1230836825981276160',b'VTV Gujarati News and Beyond',b'VtvGujarati',b'Ahmedabad',"b""VTVGujarati is a digital publication; an intersection of news & entertainment as new-age content & independent journalism form young India's voice.""",b'67877',b'541',b'92',b'136722',b'425',b'False',b'False',b'False',b'False',b'2012-05-23 11:36:33'
"b'#IvankaTrump, has she always had an eye for older men with fly away hair? https://t.co/iTTDngBEgV'",b'1230833501974466560',b'Not Mike Prisuta',b'Not_Prisuta',b'Metro Pittsburgh',"b""No, they didn't really say that?""",b'159',b'163',b'3',b'13623',b'20508',b'False',b'False',b'False',b'False',b'2010-11-01 13:23:21'
"b""#NamasteTrump: \\u092a\\u0939\\u0932\\u0940 \\u092c\\u093e\\u0930 \\u092d\\u093e\\u0930\\u0924 \\u0926\\u094c\\u0930\\u0947 \\u092a\\u0930 '\\u091f\\u094d\\u0930\\u0902\\u092a \\u092a\\u0930\\u093f\\u0935\\u093e\\u0930', \\u092c\\u0947\\u091f\\u0940 \\u0907\\u0935\\u093e\\u0902\\u0915\\u093e \\u0914\\u0930 \\u0926\\u093e\\u092e\\u093e\\u0926 \\u092d\\u0940 \\u0906\\u090f\\u0902\\u0917\\u0947 \\u0938\\u093e\\u0925\\n@realDonaldTrump\\u2026 https://t.co/TUetIh6Iu8""",b'1230822010076291072',b'Molitics',b'moliticsindia',"b'Gurgaon, India'",b'Molitics: Media Of Poliltics | Available on Android https://t.co/R8AvJIkGAv Follow On FB https://t.co/xy5CevH45M  \\U0001f44d\\n#Molitics #MediaOfPolitics',b'16185',b'36',b'0',b'13198',b'0',b'False',b'False',b'True',b'False',b'2016-07-15 18:52:53'
"b'As part of US President #DonaldTrump\\u2019s high-level delegation on his visit to India, his daughter #IvankaTrump and s\\u2026 https://t.co/LMAURmTDDh'",b'1230819933203746818',b'The Quint',b'TheQuint',b'',b'Mobile-first digital news platform. We are the signal over the noise!',b'422967',b'314',b'1219',b'304562',b'261',b'True',b'False',b'False',b'False',b'2015-01-14 09:43:21'
b'\\u0a85\\u0aac\\u0a95\\u0ac0 \\u0aac\\u0abe\\u0ab0 \\u0aaa\\u0ac1\\u0ab0\\u0abe \\u0aaa\\u0ab0\\u0abf\\u0ab5\\u0abe\\u0ab0: \\u0aa1\\u0acb\\u0aa8\\u0abe\\u0ab2\\u0acd\\u0aa1 \\u0a9f\\u0acd\\u0ab0\\u0aae\\u0acd\\u0aaa\\u0aa8\\u0ac0 \\u0ab8\\u0abe\\u0aa5\\u0ac7 \\u0aa6\\u0abf\\u0a95\\u0ab0\\u0ac0 \\u0a88\\u0ab5\\u0abe\\u0a82\\u0a95\\u0abe \\u0a85\\u0aa8\\u0ac7 \\u0a9c\\u0aae\\u0abe\\u0a87 \\u0aaa\\u0aa3 \\u0a86\\u0ab5\\u0ab6\\u0ac7 \\u0aad\\u0abe\\u0ab0\\u0aa4\\n#IvankaTrump #JaredKushner\\u2026 https://t.co/8YYWGTyWOC',b'1230819378976845824',b'Gujarat Samachar',b'gujratsamachar',"b'Khanpur, Ahmadabad City'",b'FB: https://t.co/RtBAaBmsf3 | EPaper: https://t.co/jq6V9g5P9a | YouTube: https://t.co/5Re3XPq70a | Telegram: https://t.co/jgEzv0OiC9',b'177970',b'170',b'227',b'150701',b'6',b'True',b'False',b'False',b'False',b'2010-07-16 10:19:31'
b'#IvankaTrump to visit #india with #trump this does boost #tradedeal talks $spy $qqq $dia https://t.co/cH5gQmschm',b'1230816662988836864',b'naashonomics',b'naashonomics',b'San Jose',"b'love to win in trading #stocks and #cryptos, code for a living and trade for passion'",b'3559',b'5001',b'315',b'72493',b'180',b'False',b'False',b'False',b'False',b'2012-10-15 05:13:37'
b'#IvankaTrump and Son-in-law #JaredKushner to Join #Trump and #Melania for India Tour: Reports\\u2026 https://t.co/zADKg6aWHh',b'1230815146726920192',b'Behindwoods',b'behindwoods',b'India',"b""Informing 7 Crore People. We're the most popular online media organization in TN, trusted for our highest standards of ethics and quality for the past 17 years.""",b'875451',b'1388',b'485',b'154883',b'5501',b'False',b'False',b'False',b'False',b'2009-05-02 20:51:21'
b'Adorable moment \\n\\n#IvankaTrump\\n#POTUS\\n#PerfectParodyGagGift https://t.co/uijkuarRyB',b'1230814583360614400',b'Donald Trump Presidential Parody Bobble Head',b'DT_TalkingDoll',"b'Chicago, IL'","b'I am a genius very handsome I have many billions of dollars.  I talk low. I say 41 phrases. I am not PC, rude and critical. I am a Parody Bobble Head.'",b'74',b'394',b'1',b'2171',b'26',b'False',b'False',b'True',b'False',b'2016-03-28 01:23:30'
b'\\u0d1f\\u0d4d\\u0d30\\u0d02\\u0d2a\\u0d3f\\u0d28\\u0d4a\\u0d2a\\u0d4d\\u0d2a\\u0d02 \\u0d2e\\u0d15\\u0d33\\u0d41\\u0d02 \\u0d2e\\u0d30\\u0d41\\u0d2e\\u0d15\\u0d28\\u0d41\\u0d02 \\u0d35\\u0d30\\u0d41\\u0d02; \\u0d07\\u0d35\\u0d3e\\u0d7b\\u0d15\\u0d2f\\u0d41\\u0d02 \\u0d1c\\u0d46\\u0d31\\u0d3e\\u0d26\\u0d4d \\u0d15\\u0d37\\u0d4d\\u0d28\\u0d31\\u0d41\\u0d02 \\u0d07\\u0d28\\u0d4d\\u0d24\\u0d4d\\u0d2f\\u0d2f\\u0d3f\\u0d32\\u0d47\\u0d15\\u0d4d\\u0d15\\u0d4d? https://t.co/pfFq8hgPVn #IvankaTrump #NarendraModi',b'1230811675072221184',b'Manorama Online',b'manoramaonline',"b'Kerala, INDIA'","b""The official account of 'Malayala Manorama'""",b'155710',b'208',b'482',b'191524',b'295',b'True',b'False',b'False',b'False',b'2009-05-11 10:04:38'
b'\\u0b9f\\u0bbf\\u0bb0\\u0bae\\u0bcd\\u0baa\\u0bcd \\u0b87\\u0ba8\\u0bcd\\u0ba4\\u0bbf\\u0baf \\u0bb5\\u0bb0\\u0bc1\\u0b95\\u0bc8 \\u0ba4\\u0bbf\\u0b9f\\u0bcd\\u0b9f\\u0ba4\\u0bcd\\u0ba4\\u0bbf\\u0bb2\\u0bcd \\u0bae\\u0b95\\u0bb3\\u0bcd \\u0b87\\u0bb5\\u0bbe\\u0ba9\\u0bcd\\u0b95\\u0bbe\\u0bb5\\u0bc1\\u0bae\\u0bcd \\u0baa\\u0b99\\u0bcd\\u0b95\\u0bc7\\u0bb1\\u0baa\\u0bcd\\u0baa\\u0bc1?\\n\\n#DonaldTrump\\n#IvankaTrump\\n#NamasteTrump\\n\\nhttps://t.co/ZXFQ37uW1g',b'1230809392020443137',b'ZEE Hindustan Tamil',b'ZHindustanTamil',"b'Noida, UP'","b'Zee Media Corporation Ltd (ZMCL), India\\u2019s largest news network, touches the lives of over 150 million Indians through a clutch of national & regional news'",b'32134',b'106',b'60',b'40060',b'13',b'False',b'False',b'False',b'False',b'2016-05-04 11:36:46'
"b'\\u092d\\u093e\\u0930\\u0924 \\u0926\\u094c\\u0930\\u0947 \\u092a\\u0930 \\u0935\\u093f\\u0936\\u094d\\u0935 \\u0915\\u0940 \\u0938\\u092c\\u0938\\u0947 \\u0936\\u0915\\u094d\\u0924\\u093f\\u0936\\u093e\\u0932\\u0940 \\u092c\\u0947\\u091f\\u0940, \\u091c\\u093f\\u0938\\u0915\\u0940 \\u0935\\u091c\\u0939 \\u0938\\u0947 \\u091f\\u094d\\u0930\\u0902\\u092a \\u0928\\u0947 \\u0938\\u0940\\u0930\\u093f\\u092f\\u093e \\u092a\\u0930 \\u0926\\u093e\\u0917 \\u0926\\u0940 \\u0925\\u0940\\u0902 \\u092e\\u093f\\u0938\\u093e\\u0907\\u0932\\u0947\\u0902-\\n#TrumpVisitIndia\\u2026 https://t.co/N3fq5KCLbH'",b'1230808635795623937',b'Times Now Hindi',b'TimesNowHindi',"b'New Delhi, India'",b'\\u0926\\u0947\\u0936-\\u0926\\u0941\\u0928\\u093f\\u092f\\u093e \\u0915\\u0940 \\u0924\\u093e\\u091c\\u093e \\u0914\\u0930 \\u092a\\u094d\\u0930\\u093e\\u092e\\u093e\\u0923\\u093f\\u0915 \\u0916\\u093c\\u092c\\u0930\\u094b\\u0902 \\u0915\\u0947 \\u0932\\u093f\\u090f \\u0939\\u092e\\u0947\\u0902 \\u092b\\u0949\\u0932\\u094b \\u0915\\u0930\\u0947\\u0902-',b'7571',b'5',b'34',b'18358',b'60',b'True',b'False',b'False',b'False',b'2017-11-06 06:43:40'
b'\\u0c1f\\u0c4d\\u0c30\\u0c02\\u0c2a\\u0c4d\\u200c\\u0c24\\u0c4b \\u0c2a\\u0c3e\\u0c1f\\u0c41 \\u0c07\\u0c35\\u0c3e\\u0c02\\u0c15\\u0c3e \\u0c15\\u0c42\\u0c21\\u0c3e \\u0c2d\\u0c3e\\u0c30\\u0c24\\u0c4d\\u200c\\u0c15\\u0c41..\\n#DonaldTrump #ivankatrump #America #JaredKushner #IndiaTour #NarendraModi\\nhttps://t.co/TsyuVNY30A',b'1230808130398781440',b'\\u0c08\\u0c28\\u0c3e\\u0c21\\u0c41',b'eenadulivenews',b'Hyderabad',"b'\\u0c08\\u0c28\\u0c3e\\u0c21\\u0c41 \\u0c05\\u0c27\\u0c3f\\u0c15\\u0c3e\\u0c30\\u0c3f\\u0c15 \\u0c1f\\u0c4d\\u0c35\\u0c3f\\u0c1f\\u0c4d\\u0c1f\\u0c30\\u0c4d \\u0c2a\\u0c47\\u0c1c\\u0c4d\\u200c 24/7 \\u0c38\\u0c4d\\u0c2a\\u0c4b\\u0c30\\u0c4d\\u0c1f\\u0c4d\\u0c38\\u0c4d\\u200c, \\u0c38\\u0c3f\\u0c28\\u0c3f\\u0c2e\\u0c3e, \\u0c1c\\u0c3e\\u0c24\\u0c40\\u0c2f-\\u0c05\\u0c02\\u0c24\\u0c30\\u0c4d\\u0c1c\\u0c3e\\u0c24\\u0c40\\u0c2f \\u0c35\\u0c3e\\u0c30\\u0c4d\\u0c24\\u0c32\\u0c41 \\u0c2e\\u0c4a\\u0c26\\u0c32\\u0c41\\u0c15\\u0c4a\\u0c28\\u0c3f \\u0c2a\\u0c4d\\u0c30\\u0c3e\\u0c02\\u0c24\\u0c40\\u0c2f(\\u0c24\\u0c46\\u0c32\\u0c02\\u0c17\\u0c3e\\u0c23, \\u0c06\\u0c02\\u0c27\\u0c4d\\u0c30\\u0c2a\\u0c4d\\u0c30\\u0c26\\u0c47\\u0c36\\u0c4d ) \\u0c35\\u0c3e\\u0c30\\u0c4d\\u0c24\\u0c32 \\u0c38\\u0c2e\\u0c17\\u0c4d\\u0c30 \\u0c38\\u0c2e\\u0c3e\\u0c1a\\u0c3e\\u0c30\\u0c02 \\u0c05\\u0c02\\u0c26\\u0c3f\\u0c38\\u0c4d\\u0c24\\u0c41\\u0c02\\u0c26\\u0c3f.'",b'27069',b'0',b'512',b'348773',b'142',b'False',b'False',b'False',b'False',b'2013-08-20 11:23:20'
b'\\u0aa8\\u0aae\\u0ab8\\u0acd\\u0aa4\\u0ac7 \\u0a9f\\u0acd\\u0ab0\\u0aae\\u0acd\\u0aaa: \\u0aa1\\u0acb\\u0aa8\\u0abe\\u0ab2\\u0acd\\u0aa1 \\u0a85\\u0aa8\\u0ac7 \\u0aae\\u0ac7\\u0ab2\\u0abe\\u0aa8\\u0abf\\u0aaf\\u0abe \\u0a9f\\u0acd\\u0ab0\\u0aae\\u0acd\\u0aaa\\u0aa8\\u0ac0 \\u0ab8\\u0abe\\u0aa5\\u0ac7 \\u0aaa\\u0ac1\\u0aa4\\u0acd\\u0ab0\\u0ac0 \\u0a88\\u0ab5\\u0abe\\u0aa8\\u0acd\\u0a95\\u0abe \\u0aaa\\u0aa3 \\u0aad\\u0abe\\u0ab0\\u0aa4\\u0aa8\\u0ac0 \\u0aae\\u0ac1\\u0ab2\\u0abe\\u0a95\\u0abe\\u0aa4\\u0ac7 \\u0a86\\u0ab5\\u0ab6\\u0ac7\\nhttps://t.co/qMdxWhyMkE\\u2026 https://t.co/EVxqXk8s9m',b'1230807156770758657',b'Newz Viewz',b'newzviewzoffice',b'INDIA',"b'Newz Viewz provides the latest Hindi, English & Gujarati news from India and World about all Politics, Cinema, Business, National & News at Singal Click.'",b'103',b'182',b'2',b'26578',b'224',b'False',b'False',b'False',b'False',b'2017-01-04 09:14:14'
b'\\u0a9f\\u0acd\\u0ab0\\u0aae\\u0acd\\u0aaa \\u0ab8\\u0abe\\u0aa5\\u0ac7 \\u0a8f\\u0a95 \\u0a89\\u0a9a\\u0acd\\u0a9a \\u0ab8\\u0acd\\u0aa4\\u0ab0\\u0ac0\\u0aaf \\u0aaa\\u0acd\\u0ab0\\u0aa4\\u0abf\\u0aa8\\u0abf\\u0aa7\\u0abf\\u0aae\\u0a82\\u0aa1\\u0ab3 \\u0aaa\\u0aa3 \\u0aad\\u0abe\\u0ab0\\u0aa4 \\u0a86\\u0ab5\\u0ac7 \\u0aa4\\u0ac7\\u0ab5\\u0ac0 \\u0ab6\\u0a95\\u0acd\\u0aaf\\u0aa4\\u0abe\\n\\u0a86\\u0a97\\u0acd\\u0ab0\\u0abe \\u0a85\\u0aa8\\u0ac7 \\u0aa6\\u0abf\\u0ab2\\u0acd\\u0ab9\\u0ac0\\u0aa8\\u0abe \\u0aa6\\u0ab0\\u0ac7\\u0a95 \\u0a95\\u0abe\\u0ab0\\u0acd\\u0aaf\\u0a95\\u0acd\\u0ab0\\u0aae\\u0aae\\u0abe\\u0a82 \\u0aa6\\u0ac0\\u0a95\\u0ab0\\u0ac0 \\u0a88\\u0ab5\\u0abe\\u0aa8\\u0acd\\u0a95\\u0abe\\u2026 https://t.co/QcoEGKybT5',b'1230807111535353856',b'News Aayog',b'newsaayog',b'',b'',b'64',b'54',b'0',b'1606',b'89',b'False',b'False',b'True',b'False',b'2019-03-30 07:50:02'
b'\\u0aa8\\u0aae\\u0ab8\\u0acd\\u0aa4\\u0ac7 \\u0a9f\\u0acd\\u0ab0\\u0aae\\u0acd\\u0aaa : \\u0aad\\u0abe\\u0ab0\\u0aa4 \\u0aaa\\u0acd\\u0ab0\\u0ab5\\u0abe\\u0ab8\\u0ac7 \\u0a9f\\u0acd\\u0ab0\\u0aae\\u0acd\\u0aaa \\u0a85\\u0aa8\\u0ac7 \\u0aae\\u0ac7\\u0ab2\\u0ac7\\u0aa8\\u0abf\\u0aaf\\u0abe \\u0ab8\\u0abe\\u0aa5\\u0ac7 \\u0aa6\\u0ac0\\u0a95\\u0ab0\\u0ac0 \\u0a88\\u0ab5\\u0abe\\u0aa8\\u0acd\\u0a95\\u0abe \\u0a85\\u0aa8\\u0ac7 \\u0a9c\\u0aae\\u0abe\\u0a88 \\u0aaa\\u0aa3 \\u0a86\\u0ab5\\u0ab6\\u0ac7\\n\\u0aa4\\u0abe\\u0a9c\\u0aae\\u0ab9\\u0ac7\\u0ab2\\u0aa8\\u0ac0 \\u0aae\\u0ac1\\u0ab2\\u0abe\\u0a95\\u0abe\\u0aa4 \\u0aa1\\u0acb\\u0aa8\\u0abe\\u0ab2\\u0acd\\u0aa1 \\u0a9f\\u0acd\\u0ab0\\u2026 https://t.co/6iSxOvxpOe',b'1230807108758777857',b'News Aayog',b'newsaayog',b'',b'',b'64',b'54',b'0',b'1606',b'89',b'False',b'False',b'True',b'False',b'2019-03-30 07:50:02'
