"b'@HomeBuilderTex @ABC ""Good job, Tex!"" #IvankaTrump \\U0001f1fa\\U0001f1f8 https://t.co/uDYD3dkU2W'",b'1229205169914568704',b'ChairmanYou',b'ComradeYou',"b'Los Angeles, CA'",b'#TheResistance \\U0001f1fa\\U0001f1f8 #Resist \\U0001f1fa\\U0001f1f8 #MOT',b'1057',b'1561',b'0',b'4953',b'2934',b'False',b'False',b'True',b'False',b'2019-03-23 20:20:12'
"b'@SalmanS22496764 2.5 months se jina tum logo ne haram kiya ha, har durse din patarbazi , Pure India me gand macha k\\u2026 https://t.co/wg29gfNmfL'",b'1232286551499034624',b'peece',b'kgoed952iczr',"b'Gher\\u0103e\\u015fti, Rom\\xe2nia'","b""PM's Who Worked For India & It's People         \\n   \\n\\n1. Indira Gandhi \\n2. Narendra Modi & Continuing\\n\\n\\nMSK Fan""",b'201',b'6',b'0',b'11316',b'40943',b'False',b'False',b'True',b'False',b'2019-05-22 13:13:28'
"b'Miyan of Delhi:- thumara ID dikhao\\n\\nKoya of Kerala:- Mein Muslim hun, Kerala\\n\\nMiyan:- Hadja Ch#@*iye...\\n\\n\\U0001f64a\\U0001f64a\\U0001f64a\\U0001f64a\\u2026 https://t.co/vBsqENttfx'",b'1232286550999781376',b'Sura Rajan Namboodiri',b'Kuttus11289666',b'',b'\\u0d05 \\u0d0b\\u0d40\\u0d35\\u0d4d\\u200c \\u0d24\\u0d47\\u0d1f\\u0d3f\\u0d2f\\u0d41\\u0d33\\u0d4d\\u0d33 \\u0d2f\\u0d3e\\u0d24\\u0d4d\\u0d30 \\u0d24\\u0d41\\u0d1f\\u0d19\\u0d4d\\u0d19\\u0d3f.\\u0d2a\\u0d4a\\u0d24\\u0d3f\\u0d1a\\u0d4d\\u0d1a\\u0d4b\\u0d31\\u0d46\\u0d1f\\u0d41\\u0d15\\u0d4d\\u0d15\\u0d3e\\u0d7b \\u0d2e\\u0d31\\u0d28\\u0d4d\\u0d28\\u0d41..\\u0d05\\u0d24\\u0d41 \\u0d15\\u0d4a\\u0d23\\u0d4d\\u0d1f\\u0d4d\\u200c \\u0d07\\u0d2a\\u0d4d\\u0d2a\\u0d4a \\u0d35\\u0d40\\u0d1f\\u0d4d\\u0d1f\\u0d3f\\u0d7d \\u0d24\\u0d3f\\u0d30\\u0d3f\\u0d1a\\u0d4d\\u0d1a\\u0d41 \\u0d35\\u0d28\\u0d4d\\u0d28\\u0d4d \\u0d1a\\u0d4b\\u0d31\\u0d41\\u0d02 \\u0d2a\\u0d2a\\u0d4d\\u0d2a\\u0d1f\\u0d35\\u0d41\\u0d02 \\u0d05\\u0d1a\\u0d4d\\u0d1a\\u0d3e\\u0d31\\u0d41\\u0d02 \\u0d15\\u0d41\\u0d34\\u0d1a\\u0d4d\\u0d1a\\u0d1f\\u0d3f\\u0d15\\u0d4d\\u0d15\\u0d41\\u0d28\\u0d4d\\u0d28\\u0d41.',b'50',b'441',b'0',b'1152',b'1359',b'False',b'False',b'True',b'False',b'2019-09-17 07:39:23'
b'@RanaAyyub Tu chun chun ke vahi video clip kyon la rahi hai jisme victim muslim hai himmat hai to jime wo accused hai wo video bhi post kar',b'1232286546491006976',b'avinash singh',b'avinashksb',b'',b'',b'58',b'248',b'0',b'853',b'1299',b'False',b'False',b'True',b'False',b'2013-11-07 06:04:13'
b'Trump news \\u2013 live: President snubs vegetarian delicacies amid lavish treatment on India trip as protesters killed i\\u2026 https://t.co/NINPQBpvLJ',b'1232286539964485634',b'RAY BAEZ',b'raybae689',"b'Queens, NY'","b'\\U0001f1fa\\U0001f1f8#KAG, PROUD \\U0001f1fa\\U0001f1f8Republican,\\U0001f1fa\\U0001f1f8#HAPPILY MARRIED.\\nEntrepreneur, Author, BLESSED BY JESUS CHRIST. BUILD THE WALL * Love #NRA,#1A, #2A & PREST TRUMP\\U0001f1fa\\U0001f1f8#MAGA'",b'22340',b'23053',b'381',b'1033597',b'373856',b'False',b'False',b'True',b'False',b'2014-08-03 22:19:37'
b'Negeri muslim berisi penguasa munafik.\\n &gt;&gt; #SaveAdvokatPejuang &lt;&lt;\\n #HukumTajamKeMuslim . #JanganBungkamSuaraRakyat\\n#EBJT\\n\\n@AbuAzza93186383',b'1232286539134095360',b'Ummu Nayla',b'YantiRismayan16',b'',b'',b'211',b'209',b'0',b'4256',b'1771',b'False',b'False',b'True',b'False',b'2019-04-02 05:53:58'
b'#HarHinduKapilMishra All terrorist are muslim. https://t.co/pJzDdvnjZY',b'1232286533417193472',b'Akhil',b'Akhil91188416',b'',b'',b'46',b'62',b'0',b'14256',b'9192',b'False',b'False',b'True',b'False',b'2019-06-05 16:45:35'
b'@Albin_INC @realDonaldTrump Shameful.. Inhuman animals. Pakistan is restoring hindu temples while India is desecrat\\u2026 https://t.co/2fqgrCWgnH',b'1232286525565685760',b'Bilal Hussain',b'bilalhusain1986',"b'Karachi, Pakistan'","b'A journalist by profession| M.Phil (economics) Student at KU| Blogger| My most cherished sanctums are classic, sci-fi novels. Hope to write some in yrs to come.'",b'266',b'415',b'1',b'1743',b'919',b'False',b'False',b'False',b'False',b'2013-02-21 14:28:22'
b'Muslim suffered in India \\n#DelhiBurning #Shamefulindia https://t.co/5q0YeVgvMx',b'1232286514413023232',b'omar asad',b'omar_axad',b'Pakistan',b'',b'320',b'317',b'0',b'704',b'1428',b'False',b'False',b'True',b'False',b'2015-03-29 13:51:18'
b'@msisodia Aam aadmi party ek girgit ki trha he tum saalo ek  side rss ki trf ho dusri side aam aadmi ..ab yakeen ho\\u2026 https://t.co/v3W2XOKdCE',b'1232286501028974592',b'Salman Shaikh',b'SalmanS50628558',b'',b'I love my country',b'37',b'164',b'0',b'1037',b'787',b'False',b'False',b'True',b'False',b'2019-10-04 14:41:17'
b'DOWNLOAD ZAMANI APP \\U0001f447\\U0001f447https://t.co/qdUhgYKJz0 &amp; REGISTER FOR FREE TO MEET SINGLE MUSLIMS FOR MARRIAGE.\\nOR\\nUSE OUR M\\u2026 https://t.co/xO3MgLL7tj',b'1232286497790922752',b'Zamani',b'Zamani_nig',b'Nigeria',b'Welcome to the official Page of Zamani Matrimonial Services - Connecting Nigerian Single Muslims - follow us for updates!!',b'560',b'2134',b'0',b'2547',b'75',b'False',b'False',b'True',b'False',b'2018-02-09 21:22:22'
"b'@Ara_MaHubbard I want muslims to concentrate on being British and to help make our country great, to integrate and\\u2026 https://t.co/eWL25LRxb1'",b'1232286497203793920',"b""Jo H \\U0001f1ec\\U0001f1e7 We're out - YAY""",b'jojojoheeley',b'United Kingdom',"b""5 adult children, working, married. Brexiteer, anti-feminist! I'm happy for a polite discussion and exchange of views because I am a reasonable person""",b'11900',b'1784',b'53',b'154816',b'131593',b'False',b'False',b'False',b'False',b'2014-10-27 12:33:03'
"b""I never thought I'd hear the BBC's panel on Politics Live discussing child rape. They've even discussed all the old\\u2026 https://t.co/JNCHHCf9If""",b'1232286494318092291',b'williamRN',b'williamRN7',b'Cheshire',"b'Philosophy graduate, Politics, Ethics & Morality, Athiest, Royal Navy veteran now gardening novice.'",b'103',b'130',b'0',b'1100',b'1141',b'False',b'False',b'True',b'False',b'2020-01-07 19:59:26'
b'@ThePeopleOfIN @nehabatham03 Sun bey oye selected keede ..sun idhar jub muslim mandir todega to kya Hoga phir ..jub\\u2026 https://t.co/9Xz3PleSfo',b'1232286492640370698',b'Anirudra Roy',b'Anirudr19116066',"b'\\u0926\\u0947\\u0939\\u0930\\u093e\\u0926\\u0942\\u0928, \\u092d\\u093e\\u0930\\u0924'",b'Indian .. being human .. proud Indian',b'333',b'865',b'0',b'8353',b'21651',b'False',b'False',b'True',b'False',b'2019-12-13 15:32:53'
b'Sudah sangat nyata bahwa rezim sangat takut bangkitnya umat muslim &gt;&gt; #SaveAdvokatPejuang &lt;&lt; #HukumTajamKeMuslim -\\u2026 https://t.co/Lahbm5JtfP',b'1232286492598263809',b'Lilis Mariah',b'MariahLilis',b'',b'',b'32',b'56',b'0',b'56',b'9',b'False',b'False',b'True',b'False',b'2019-12-16 08:50:48'
b'Ibnu Umar r.a. berkata: Rasulullah saw. bersabda: Allah tidak melihat dengan rahmat-Nya pada orang yang menurunkan\\u2026 https://t.co/JLWU1lCUia',b'1232286492468248577',b'TokKelontong',b'TKelontong',b'Tempat beli barang di twit',b'Official @TokKelontong|Proses menjadi Pengusaha|pemesanan : 085692472',b'197',b'278',b'12',b'41859',b'363',b'False',b'False',b'False',b'False',b'2011-03-03 10:21:59'
"b'Dateng2 nanya \\u201ckamu percaya haneul nim? (Tuan langit, aka tuhan)\\u201d \\u201cnee joneun muslim satam imnida\\u201d \\u201c..\\u201d'",b'1232286485996400640',b'amabel',b'amabelemillavta',b'land of ooo',"b'Animation artist, i make comic! \\u2018Tweening\\u2019 / https://t.co/U1lVeuoFjH'",b'1894',b'251',b'3',b'1807',b'5977',b'False',b'False',b'False',b'False',b'2019-03-26 12:41:27'
"b'@tradprincess_ @SoniaSikka4 @ChaiMaryu Started with muslim majority , we just wanted to help non muslim but guess u\\u2026 https://t.co/uNMkHz4N0C'",b'1232286484784467968',b'Bhavuk Bansal',b'bhavuk123456',b'',b'',b'11',b'590',b'0',b'2794',b'1056',b'False',b'True',b'True',b'False',b'2019-09-09 08:08:46'
b'@jss_labest Wlh vrai muslim il a r\\xe9pondu non partout \\U0001f62d\\U0001f62d\\U0001f62d',b'1232286472474124288',b'nissniss',b'mcht_niss',b'Kabylifornie',"b""Tu m'fatigues le c\\u0153ur comme cette putain d'routine""",b'264',b'227',b'0',b'1748',b'3645',b'False',b'False',b'True',b'False',b'2019-04-24 19:06:58'
b'@trails_wings @YashMahant12 @Real_Jyoti1 @Brijendrrajput He is a fake id of some Muslim or a Piddi',b'1232286468514562050',b'Rahul Pathak',b'SanataniRahul',"b'Lucknow, India'",b'Sanatan Dharmi',b'26',b'56',b'0',b'348',b'82',b'False',b'False',b'True',b'False',b'2019-12-10 17:21:31'
"b'@RanaAyyub They keep contemplating, but Hindus will be thrown out from muslim areas.'",b'1232286467092701184',b'\\U0001f643\\U0001f643',b'TerraformedMoon',b'',b'',b'1',b'19',b'0',b'70',b'23',b'False',b'False',b'True',b'False',b'2018-05-28 07:16:06'
"b'@GANESHTIWARI01 @sakshijoshii A maderchod Muslim hai , police ko badnaam krne ki sajish hai , #Gandu_Tiwari'",b'1232286458695868419',b'\\u0938\\u0941\\u091c\\u0940\\u0924 \\u0915\\u0941\\u092e\\u093e\\u0930 \\u0938\\u0941\\u092e\\u0928',b'SujeetS05774174',"b'Bihar, India'","b'*\\u092e\\u0948\\u0902 \\u0915\\u0948\\u0938\\u093e \\u0939\\u0942\\u0901 ?*\\u092e\\u0941\\u091d\\u0947 \\u0928\\u0939\\u0940\\u0902 \\u092e\\u093e\\u0932\\u0942\\u092e\\u0964\\u0932\\u0947\\u0915\\u093f\\u0928~ \\u092e\\u0941\\u091d\\u0947 \\u092e\\u093f\\u0932\\u093e \\u0939\\u0941\\u0906 \\u0939\\u0930 \\u0935\\u094d\\u092f\\u0915\\u094d\\u0924\\u093f, \\u092c\\u0939\\u0941\\u0924 \\u0939\\u0940 \\u0905\\u091a\\u094d\\u091b\\u093e \\u0939\\u0948,*l\\u092e\\u0948 \\u0909\\u0928\\u0915\\u093e \\u0939\\u094d\\u0930\\u0926\\u092f \\u0938\\u0947 \\u0938\\u092e\\u094d\\u092e\\u093e\\u0928 \\u0915\\u0930\\u0924\\u093e \\u0939\\u0942\\u0901 \\U0001f44f'",b'677',b'728',b'0',b'937',b'12136',b'False',b'False',b'True',b'False',b'2019-03-24 08:52:24'
b'@UnSubtleDesi She is a Muslim hiding under the name of a Hindu or may be khoon hi gandi hai..',b'1232286446196674566',b'Gautam Sharma',b'Berries323',b'',b'',b'1',b'9',b'0',b'63',b'1139',b'False',b'True',b'True',b'False',b'2012-02-18 03:10:07'
b'@SwetaSinghAT @Chatterj1Asking sayad yahi napunsankta hai.... sidha order bhi de skti thi ki ye dharna ramleela gro\\u2026 https://t.co/kNIcq9g012',b'1232286445055832065',b'gopalkumargkc',b'gopalkumargkc1',b'',b'',b'14',b'26',b'0',b'1548',b'3175',b'False',b'True',b'True',b'False',b'2019-12-12 16:30:42'
"b""@Cold_Peace_ Its a two-way street.\\nVice president of India, a Muslim, made India's intelligence wing, RAW, vulnerab\\u2026 https://t.co/WiQSjZoIPF""",b'1232286444225515520',b'Charanjiv Singh \\U0001f1ee\\U0001f1f3 \\U0001f1fa\\U0001f1f8',b'karmaceejay',"b'New Delhi, India'",b'Proud Indian - proud Sikh | IIT-B alumnus | Change agent | The old order need to changeth... | Humanity first |\\nAll growth happens outside comfort zone!',b'103',b'296',b'1',b'7984',b'17192',b'False',b'False',b'True',b'False',b'2017-06-05 14:48:03'
b'Jangan hanya karna aktifis muslim yang kritis hukim diarahkan kepadanya &gt;&gt; #SaveAdvokatPejuang &lt;&lt; #LBHPelitaUmat .\\u2026 https://t.co/h9lZdAlURe',b'1232286436436647936',b'Yuniwahyuuntari',b'yuniwahyuuntari',b'',b'Singleummu',b'46',b'71',b'0',b'442',b'357',b'False',b'False',b'True',b'False',b'2019-04-19 01:25:16'
"b""@iamjohnoliver Who the f*ck are you to make comments about India's internal affairs? Get your facts right first you\\u2026 https://t.co/3piIrjuUjY""",b'1232286430799462400',b'Sumit Bhakri',b'BhakriSumit',b'',b'UK',b'1',b'102',b'0',b'515',b'414',b'False',b'False',b'True',b'False',b'2019-08-21 15:06:50'
b'@Nidhi @ReallySwara @arvindgunasekar @saurabhshukla_s U guys r equally responsible in spreading violence in such de\\u2026 https://t.co/muE1IuUubu',b'1232286426714296321',b'Rann Vj',b'RannVj2',b'',b'New yorker.. Jab bolo bhokal bolo',b'0',b'9',b'0',b'5',b'1',b'False',b'False',b'True',b'False',b'2020-02-24 23:53:58'
b'@serialchilller_ This is called killing Muslim .... https://t.co/hqVro3paB2',b'1232286426663809024',b'\\u0935\\u093f\\u0915\\u094d\\u0915\\u0940 \\u0935\\u093f\\u0915\\u094d\\u0915\\u0940',b'vickyroger7880',"b'\\u0928\\u0908 \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940, \\u092d\\u093e\\u0930\\u0924'",b'just having fun',b'21',b'27',b'0',b'485',b'290',b'False',b'False',b'True',b'False',b'2020-02-11 10:41:52'
"b'Saint Rampal Ji Maharaj says Humanity is the religion of all.\\n\\nOur race is living being, humanity is our religion.\\u2026 https://t.co/J6tcAN0KTH'",b'1232286418141110272',b'Kamlesh Nandal',b'KamleshNandal',b'',b'vikas nagar sonipat',b'227',b'1234',b'0',b'8288',b'7520',b'False',b'False',b'True',b'False',b'2019-12-29 08:52:05'
b'Muslim/Muslim ticket? https://t.co/wsRHbsDvBI',b'1232286412071952384',b'Olurops',b'Olurops',"b'Lagos, Nigeria'",b'||Agriculturist|| ||Pathologist|| ||Social Commentator|| HALA MADRID ||\\n\\nFollow My Business handle: @Olurops_',b'8033',b'4166',b'41',b'325980',b'8035',b'False',b'False',b'True',b'False',b'2010-12-26 11:52:39'
"b'""Prime Minister #NarendraModi told me that they are working very closely with the Muslim community,"" said\\u2026 https://t.co/05JtOy41aN'",b'1232286412063592449',b'Firstpost',b'firstpost',"b'Mumbai, India'","b'Incisive opinions, in-depth analysis and views that matter. Read the last word in news on https://t.co/yXH6L1LeiM.'",b'2043092',b'996',b'4028',b'580614',b'366',b'True',b'False',b'False',b'False',b'2011-02-23 13:09:22'
b'@Kritika_Kamra @ChakraNews Are u mad or what? CAA is for people who were being tortured in those three nations wher\\u2026 https://t.co/pIJN6ej9N0',b'1232286409483902977',b'Priyanka Singh',b'Priyank35655962',b'',b'Proud INDIAN\\U0001f1ee\\U0001f1f3\\nAnimal lover\\nMSD\\u2764 fan',b'180',b'68',b'0',b'4183',b'26821',b'False',b'False',b'True',b'False',b'2019-11-08 21:12:00'
"b""@SyedNas41087808 @gurmeet88 @Firezstarter1 There have been plenty of lynching by the Muslim groups. I don't keep tr\\u2026 https://t.co/pyrgWobwo7""",b'1232286406585847810',b'Brajendra Rawat',b'brajendra_rawat',"b'lancaster, lancashire'","b'Semi-pilot aviation aficionado, Geopolitics apprentice, Top notch biker, fine photographer, voracious reader & wanna be saint. Interested in S. Asia & Startups.'",b'208',b'681',b'5',b'27015',b'73',b'False',b'False',b'False',b'False',b'2010-01-01 04:45:38'
b'Kurang greget semestinya muslim pejuang\\n#SaveAdvokatPejuang #HukumTajamKeMuslim . #LBHPelitaUmat\\n#BJ3J\\n\\n@taufikpramono11',b'1232286398520098816',b'Faras Affh20',b'FAffh20',"b'Cikarang, Indonesia'",b'\\u0627\\u0644\\u0644\\u064e\\u0651\\u0647\\u064f \\u0648\\u064e\\u0644\\u0650\\u064a\\u064f\\u0651 \\u0627\\u0644\\u064e\\u0651\\u0630\\u0650\\u064a\\u0646\\u064e \\u0622\\u0645\\u064e\\u0646\\u064f\\u0648\\u0627 \\u064a\\u064f\\u062e\\u0652\\u0631\\u0650\\u062c\\u064f\\u0647\\u064f\\u0645\\u0652 \\u0645\\u0650\\u0646\\u064e \\u0627\\u0644\\u0638\\u064f\\u0651\\u0644\\u064f\\u0645\\u064e\\u0627\\u062a\\u0650 \\u0625\\u0650\\u0644\\u064e\\u0649 \\u0627\\u0644\\u0646\\u064f\\u0651\\u0648\\u0631\\u0650',b'90',b'46',b'0',b'770',b'56',b'False',b'False',b'True',b'False',b'2019-03-03 01:59:42'
b'@MysterySolvent Muslim haters posing in front of a building built by Muslims..',b'1232286391049965569',b'ShoeShave',b'ShoeShave',b'',b'',b'1',b'71',b'0',b'19',b'6',b'False',b'False',b'True',b'False',b'2014-04-05 07:30:14'
"b'@ime_indonesia Boleh resched tglnya ga kak? Fans jj yg muslim banyak, ada yg udah berkeluarga sama yg bidang keseha\\u2026 https://t.co/GZIJdfNh6O'",b'1232286363686326272',b'\\U0001f338 adiss #ThankYouNCT',b'akunfangir',b'',b'\\U0001f49a DB5K NCT SUPERM',b'123',b'187',b'0',b'1749',b'116',b'False',b'False',b'True',b'False',b'2013-05-03 08:57:23'
b'Kurang greget semestinya muslim pejuang\\n &gt;&gt; #SaveAdvokatPejuang &lt;&lt;\\n #TolakKriminalisasiKhozinudin -\\u2026 https://t.co/NdRt0unnLk',b'1232286361559826438',b'evi kn',b'evi_kn',b'',b'',b'108',b'206',b'0',b'2332',b'1414',b'False',b'False',b'True',b'False',b'2014-06-23 04:02:20'
b'Kebenaran akan menang !! tolak kriminalisasi pada advokat Muslim Pembela Umat\\n &gt;&gt; #SaveAdvokatPejuang &lt;&lt;\\u2026 https://t.co/mtIf0nS5XN',b'1232286360205053953',b'Alfa',b'ilmsucherin_',b'',b'Adakah alasan untuk berhenti mencari ilmu?',b'7',b'65',b'0',b'295',b'227',b'False',b'False',b'True',b'False',b'2019-08-30 21:58:23'
"b'Kami, umat muslim bersatu siap mengawal dan membelanya.\\n &gt;&gt; #SaveAdvokatPejuang &lt;&lt;\\n #HukumTajamKeMuslim .\\u2026 https://t.co/ZeEnRFPMox'",b'1232286350109368322',b'Badhank_09',b'Badhank0',b'',b'',b'0',b'0',b'0',b'58',b'0',b'False',b'False',b'True',b'False',b'2020-02-24 23:40:10'
"b""@chetan_bhagat I don't know how foolish u were when you thought Muslims are protesting because of  fear of loosing\\u2026 https://t.co/3SsdGQvece""",b'1232286346141732864',b'Saurabh Srivastava',b'saurabhashu44',"b'\\u0915\\u093e\\u0928\\u092a\\u0941\\u0930, \\u092d\\u093e\\u0930\\u0924'",b'',b'154',b'138',b'4',b'11288',b'9654',b'False',b'False',b'True',b'False',b'2010-01-31 11:25:14'
"b'@anuragkashyap72 \\u0938\\u0941\\u0928\\u093e \\u0925\\u093e \\u0915\\u093f \\u092c\\u0947\\u0939\\u0926 \\u0938\\u0941\\u0928\\u0939\\u0930\\u0940 \\u0939\\u0948 \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940,\\n\\u0938\\u092e\\u0902\\u0926\\u0930 \\u0938\\u0940 \\u0916\\u093c\\u093e\\u092e\\u094b\\u0936 \\u0917\\u0939\\u0930\\u0940 \\u0939\\u0948 \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 !\\n\\nPRO-CAA \\u0915\\u093e \\u092e\\u0924\\u0932\\u092c \\u091c\\u0940 \\u092c\\u093f\\u0932\\u0915\\u0941\\u0932 \\u0938\\u093e\\u092b Anti-Muslim...'",b'1232286344350597120',b'Junaid_Zubair',b'junaid_zubair07',"b'\\u092e\\u094b\\u0924\\u093f\\u0939\\u093e\\u0930\\u0940, \\u092d\\u093e\\u0930\\u0924'",b'Breaking News News Government and Politics Politicians and Pol Parties',b'29',b'201',b'0',b'365',b'1751',b'False',b'False',b'True',b'False',b'2017-12-14 16:30:51'
"b""There were riots in Delhi last night against a new citizenship law perceived to be anti-Muslim.\\n\\nSo it's a domestic\\u2026 https://t.co/vTvpvJD6lX""",b'1232286342626844674',b'Monica Henry Chevanel : Proud CDN...',b'chevymo',b'St Joseph de Beauce',"b'Anti-Globalist, Critical Thinker, Supporting @MaximeBernier online & from Beauce since 2006  Views are my own, I express them freely, political orphan again'",b'7458',b'3352',b'180',b'347486',b'31727',b'False',b'False',b'False',b'False',b'2009-06-16 03:46:12'
b'@Hopes_Soaps @CharlesPPierce The GOP and Fox were able to convince millions of Americans that Obama was a socialist\\u2026 https://t.co/MP6CDVoMDG',b'1232286341716742145',b'Elocin E. Finley',b'ElocinEnnis',b'',"b""I want to write a bio, but I'm really boring and will fall asleep writin...zzzz \\U0001f62a""",b'41',b'301',b'1',b'541',b'254',b'False',b'False',b'True',b'False',b'2019-12-07 06:07:37'
b'@RoflNana_ @anuragkashyap72 Islamic matlab  atankwadi \\nIslam matlab atankwadi \\nMuslim matlab madarchod',b'1232286336817737728',b'Alok Rajput',b'Aloksin879067',b'India',b'student',b'15',b'118',b'0',b'176',b'1215',b'False',b'False',b'True',b'False',b'2018-07-02 17:29:21'
b'20 Hindutva goons thrash one peaceful Muslim protestor. This is no longer about policy. This is a witch-hunt.\\u2026 https://t.co/rwYjak4mx3',b'1232286335261642752',b'Nadeem (A Companion)',b'djnadreh3',"b'Abu Dhabi, UAE'","b""My feelings? Oh don't worry about those, No one else does.""",b'156',b'283',b'0',b'1200',b'934',b'False',b'False',b'True',b'False',b'2016-04-11 10:38:44'
"b'Berulang kali kita saksikan, bagaimana penegakan hukum di negara mayoritas Muslim ini hanya menyasar pada umat Isla\\u2026 https://t.co/2Z7kPVQw6T'",b'1232286328001196034',b'Islam Kaffah',b'IslamKaffah15',b'',b'',b'58',b'66',b'0',b'757',b'21',b'False',b'False',b'True',b'False',b'2019-03-14 02:12:01'
"b'@dhanyarajendran I have a hindu neighbour , private sector employed struggled all his life, inherited small house w\\u2026 https://t.co/2rbFMFhQQO'",b'1232286312847364098',b'Dilip Nair',b'Dil_nair',b'Kochi ',b'',b'86',b'933',b'2',b'10737',b'687',b'False',b'False',b'True',b'False',b'2010-08-30 14:54:59'
"b'Muslim friends in Delhi are contemplating leaving the city,  some are already leaving for fear of riots spreading a\\u2026 https://t.co/xZuculWwH6'",b'1232286294929108992',b'BaawaraChora',b'Baawara_Chora',b'Kya Maalun Humko !!',b'Comedy and Humour',b'1',b'29',b'0',b'10',b'7',b'False',b'False',b'True',b'False',b'2017-07-15 17:41:49'
b'LBH PU yg selama ini gigih membela kepentingan Islam &amp; kaum Muslim tengah alami kriminalisasi. Kami bersama LBH PU\\u2026 https://t.co/n18jadMhu0',b'1232286288864137217',"b""Aqidah Alan Nisa'""",b'AqidahAN',b'',b'',b'74',b'174',b'0',b'1715',b'26',b'False',b'False',b'False',b'False',b'2013-03-03 06:19:32'
"b""@thehill Few muslim groups organise such regular events. Don't worry""",b'1232286288574738432',b'Amarendra',b'IBOanalyst',b'Mumbai',"b'Startups, Business and Movies.'",b'1348',b'512',b'7',b'5539',b'3387',b'False',b'False',b'True',b'False',b'2015-08-15 10:03:29'
"b'@ainblqshh_ "" (Hadith riwayat al-Bukhari, No : 5641, Muslim, No : 2573, at-Tirmizi, No : 966, Ahmad, No : 7684, 8070, 10714)'",b'1232286280160989184',b'Khai9015',b'khai9015',b'',b'',b'2',b'67',b'0',b'80',b'71',b'False',b'False',b'True',b'False',b'2019-06-28 00:26:20'
b'Wake up Nation! Now this has become Hindu - Muslim Riots in North Delhi Not clashes between Pro CAA &amp; Anti CAA Mob\\u2026 https://t.co/tgdy47yAA2',b'1232286279754113024',b'syed hashmi',b's_hashmiz',b'',b'',b'7',b'22',b'0',b'96',b'36',b'False',b'False',b'True',b'False',b'2011-08-08 04:30:07'
"b'#\\u0927\\u0930\\u0924\\u0940\\u0915\\u094b_\\u0938\\u094d\\u0935\\u0930\\u094d\\u0917_\\u092c\\u0928\\u093e\\u0928\\u093e\\u0939\\u0948\\n\\nOur race is living being, humanity is our religion.\\nHindu Muslim Sikh Christian, there is n\\u2026 https://t.co/9Tpkf8GYdC'",b'1232286261110607872',b'The Ambalan Gurl',b'GodinHisar',"b'Ambala, India'",b'https://t.co/f7bZeetD4M',b'75',b'9',b'0',b'693',b'697',b'False',b'False',b'True',b'False',b'2020-01-01 04:21:04'
"b""Tfw you want that peace deal with Taliban real bad. Yeah but I don't trust the world's leading Muslim hater to medi\\u2026 https://t.co/cQ84WvQmrr""",b'1232286260162711552',b'\\u262d A little bit rad Komrad \\U0001f449\\U0001f60e\\U0001f449',b'DerArschloch',b'Pakistan',"b""A Computer Science grad, a writer & soon a corpse. I know the difference between Your and You're. So why do I need a twitter account again? I don't get it.""",b'883',b'357',b'0',b'16811',b'20688',b'False',b'False',b'False',b'False',b'2014-02-19 09:23:36'
b'Muslim Football Players Praying https://t.co/6WjAQ0ZOH9 via @YouTube',b'1232286255804747778',b'Hussen Agonafer',b'summeya2003',b'',b'',b'4',b'27',b'0',b'12',b'1',b'False',b'False',b'True',b'False',b'2013-09-04 07:56:56'
"b'Sesama muslim adalah saudara, jika ada masalah maka beri dukungan agar tidak ada yang terdzolimi.\\n &gt;&gt;\\u2026 https://t.co/A1R8hauplY'",b'1232286245763440640',"b""Aqidah Alan Nisa'""",b'AqidahAN',b'',b'',b'74',b'174',b'0',b'1715',b'26',b'False',b'False',b'False',b'False',b'2013-03-03 06:19:32'
"b'@rose_k01 @BDUTT No, she is a Muslim jehadi'",b'1232286244798943232',b'\\u0905\\u092d\\u093f\\u0937\\u0947\\u0915',b'contactin',b'India',"b'I know a little about Kriya Yoga, meditating on this'",b'98',b'274',b'6',b'7951',b'2677',b'False',b'False',b'False',b'False',b'2009-07-22 12:01:46'
"b'It was tremendous, says Trump and the real reason is at the end - 1.4m people so it\\u2019s a great market. There were ri\\u2026 https://t.co/YjlfZqct5R'",b'1232286244308058112',b'Mediarama',b'Mediarama2',b'',b'',b'94',b'2398',b'2',b'25234',b'35581',b'False',b'False',b'True',b'False',b'2018-09-04 09:25:00'
b'https://t.co/OR9Zz1yHpU\\nThink: re: why [no] arrests (justice) yet?\\nWhat if (almost) every critical position [sr] wi\\u2026 https://t.co/lp8rJX4NxG',b'1232286243456770050',b'RedPill4Rabbit',b'RedPill4Rabbit',b'Was',"b'Where we go one, we go all.  \\u039c\\u039f\\u039b\\u03a9\\u039d \\u039b\\u0391BE\\nI follow back all that follow\\n#RedPill4Rabbit #WWG1WGA #QAnon #MAGA #IIIPercent'",b'1138',b'1619',b'1',b'4077',b'1904',b'False',b'False',b'True',b'False',b'2018-01-25 16:15:57'
